Spacecraft,YearUTC,DataStartUTC,DataEndUTC,SourceProduct,SourceFileCount,SourceFiles,EpochRecords,MagneticRecords,PlasmaRecords,LECPChannels,LECPValidValues,CRSChannels,CRSValidValues,OriginalInstrumentValuesOnly,GeneratedOrInterpolatedValues,FigureFile,Status,Notes
1,2022-01-01,2022-01-01,2023-01-01,COHO one-hour merged instrument product,12,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\01\voyager1_coho1hr_merged_mag_plasma_20220101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\02\voyager1_coho1hr_merged_mag_plasma_20220201_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\03\voyager1_coho1hr_merged_mag_plasma_20220301_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\04\voyager1_coho1hr_merged_mag_plasma_20220401_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\05\voyager1_coho1hr_merged_mag_plasma_20220501_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\06\voyager1_coho1hr_merged_mag_plasma_20220601_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\07\voyager1_coho1hr_merged_mag_plasma_20220701_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\08\voyager1_coho1hr_merged_mag_plasma_20220801_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\09\voyager1_coho1hr_merged_mag_plasma_20220901_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\10\voyager1_coho1hr_merged_mag_plasma_20221001_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\11\voyager1_coho1hr_merged_mag_plasma_20221101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\12\voyager1_coho1hr_merged_mag_plasma_20221201_v01.cdf,8753,3769,0,3,7191,15,19170,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V1_COHO1h_raw_2022.png,ok,
1,2023-01-01,2023-01-01,2024-01-01,COHO one-hour merged instrument product,9,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\01\voyager1_coho1hr_merged_mag_plasma_20230101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\02\voyager1_coho1hr_merged_mag_plasma_20230201_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\03\voyager1_coho1hr_merged_mag_plasma_20230301_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\04\voyager1_coho1hr_merged_mag_plasma_20230401_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\05\voyager1_coho1hr_merged_mag_plasma_20230501_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\06\voyager1_coho1hr_merged_mag_plasma_20230601_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\07\voyager1_coho1hr_merged_mag_plasma_20230701_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\08\voyager1_coho1hr_merged_mag_plasma_20230801_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\09\voyager1_coho1hr_merged_mag_plasma_20230901_v01.cdf,6469,2658,0,3,4639,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V1_COHO1h_raw_2023.png,ok,
1,2024-01-01,2024-01-01,2025-01-01,COHO one-hour merged instrument product,12,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\01\voyager1_coho1hr_merged_mag_plasma_20240101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\02\voyager1_coho1hr_merged_mag_plasma_20240201_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\03\voyager1_coho1hr_merged_mag_plasma_20240301_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\04\voyager1_coho1hr_merged_mag_plasma_20240401_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\05\voyager1_coho1hr_merged_mag_plasma_20240501_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\06\voyager1_coho1hr_merged_mag_plasma_20240601_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\07\voyager1_coho1hr_merged_mag_plasma_20240701_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\08\voyager1_coho1hr_merged_mag_plasma_20240801_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\09\voyager1_coho1hr_merged_mag_plasma_20240901_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\10\voyager1_coho1hr_merged_mag_plasma_20241001_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\11\voyager1_coho1hr_merged_mag_plasma_20241101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\12\voyager1_coho1hr_merged_mag_plasma_20241201_v01.cdf,8761,1706,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V1_COHO1h_raw_2024.png,ok,
1,2025-01-01,2025-01-01,2026-01-01,COHO one-hour merged instrument product,6,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\01\voyager1_coho1hr_merged_mag_plasma_20250101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\02\voyager1_coho1hr_merged_mag_plasma_20250201_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\03\voyager1_coho1hr_merged_mag_plasma_20250301_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\04\voyager1_coho1hr_merged_mag_plasma_20250401_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\05\voyager1_coho1hr_merged_mag_plasma_20250501_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\06\voyager1_coho1hr_merged_mag_plasma_20250601_v01.cdf,4321,1870,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V1_COHO1h_raw_2025.png,ok,
2,2018-01-01,2018-11-05,2019-01-01,COHO one-hour merged instrument product,12,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\01\voyager2_coho1hr_merged_mag_plasma_20180101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\02\voyager2_coho1hr_merged_mag_plasma_20180201_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\03\voyager2_coho1hr_merged_mag_plasma_20180301_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\04\voyager2_coho1hr_merged_mag_plasma_20180401_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\05\voyager2_coho1hr_merged_mag_plasma_20180501_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\06\voyager2_coho1hr_merged_mag_plasma_20180601_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\07\voyager2_coho1hr_merged_mag_plasma_20180701_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\08\voyager2_coho1hr_merged_mag_plasma_20180801_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\09\voyager2_coho1hr_merged_mag_plasma_20180901_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\10\voyager2_coho1hr_merged_mag_plasma_20181001_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\11\voyager2_coho1hr_merged_mag_plasma_20181101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\12\voyager2_coho1hr_merged_mag_plasma_20181201_v01.cdf,1368,668,0,3,1023,18,17496,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V2_COHO1h_raw_2018.png,ok,
2,2019-01-01,2019-01-01,2020-01-01,COHO one-hour merged instrument product,12,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\01\voyager2_coho1hr_merged_mag_plasma_20190101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\02\voyager2_coho1hr_merged_mag_plasma_20190201_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\03\voyager2_coho1hr_merged_mag_plasma_20190301_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\04\voyager2_coho1hr_merged_mag_plasma_20190401_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\05\voyager2_coho1hr_merged_mag_plasma_20190501_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\06\voyager2_coho1hr_merged_mag_plasma_20190601_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\07\voyager2_coho1hr_merged_mag_plasma_20190701_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\08\voyager2_coho1hr_merged_mag_plasma_20190801_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\09\voyager2_coho1hr_merged_mag_plasma_20190901_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\10\voyager2_coho1hr_merged_mag_plasma_20191001_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\11\voyager2_coho1hr_merged_mag_plasma_20191101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\12\voyager2_coho1hr_merged_mag_plasma_20191201_v01.cdf,8760,2592,0,3,6604,18,78192,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V2_COHO1h_raw_2019.png,ok,
2,2020-01-01,2020-01-01,2021-01-01,COHO one-hour merged instrument product,12,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\01\voyager2_coho1hr_merged_mag_plasma_20200101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\02\voyager2_coho1hr_merged_mag_plasma_20200201_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\03\voyager2_coho1hr_merged_mag_plasma_20200301_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\04\voyager2_coho1hr_merged_mag_plasma_20200401_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\05\voyager2_coho1hr_merged_mag_plasma_20200501_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\06\voyager2_coho1hr_merged_mag_plasma_20200601_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\07\voyager2_coho1hr_merged_mag_plasma_20200701_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\08\voyager2_coho1hr_merged_mag_plasma_20200801_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\09\voyager2_coho1hr_merged_mag_plasma_20200901_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\10\voyager2_coho1hr_merged_mag_plasma_20201001_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\11\voyager2_coho1hr_merged_mag_plasma_20201101_v01.cdf;Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\12\voyager2_coho1hr_merged_mag_plasma_20201201_v01.cdf,8772,2494,0,3,7135,18,77868,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V2_COHO1h_raw_2020.png,ok,
2,2021-01-01,2021-01-01,2022-01-01,NASA COHOWeb one-hour MAG,1,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\NASA_COHO_Voyager2_MAG_1h_2021_2024.html,8760,0,0,0,0,0,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V2_COHOweb1h_MAG_raw_2021.png,ok,
2,2022-01-01,2022-01-01,2023-01-01,NASA COHOWeb one-hour MAG,1,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\NASA_COHO_Voyager2_MAG_1h_2021_2024.html,8760,3160,0,0,0,0,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V2_COHOweb1h_MAG_raw_2022.png,ok,
2,2023-01-01,2023-01-01,2024-01-01,NASA COHOWeb one-hour MAG,1,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\NASA_COHO_Voyager2_MAG_1h_2021_2024.html,8760,2540,0,0,0,0,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V2_COHOweb1h_MAG_raw_2023.png,ok,
2,2024-01-01,2024-01-01,2025-01-01,NASA COHOWeb one-hour MAG,1,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\NASA_COHO_Voyager2_MAG_1h_2021_2024.html,8784,2589,0,0,0,0,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Yearly_Raw\V2_COHOweb1h_MAG_raw_2024.png,ok,
