2024-05-10T00:00:27.000Z,-1.0E31,-1.0E31
2024-05-10T00:01:31.000Z,397.99,72686.9
2024-05-10T00:02:35.000Z,395.46,65100.3
2024-05-10T00:03:39.000Z,397.73,77815.7
2024-05-10T00:04:43.000Z,399.30,69448.3
2024-05-10T00:05:47.000Z,400.98,69193.7
2024-05-10T00:06:51.000Z,400.98,61082.6
2024-05-10T00:07:55.000Z,401.96,70215.7
2024-05-10T00:08:59.000Z,398.80,69970.7
2024-05-10T00:10:03.000Z,399.10,67725.5
2024-05-10T00:11:07.000Z,400.69,64952.7
2024-05-10T00:12:11.000Z,401.22,68582.4
2024-05-10T00:13:15.000Z,406.45,59078.7
2024-05-10T00:14:19.000Z,403.48,57046.9
2024-05-10T00:15:23.000Z,402.11,60201.7
2024-05-10T00:16:27.000Z,405.46,57100.1
2024-05-10T00:17:31.000Z,404.63,59208.7
2024-05-10T00:18:35.000Z,405.78,50002.7
2024-05-10T00:19:39.000Z,402.41,57561.5
2024-05-10T00:20:43.000Z,403.66,67556.1
2024-05-10T00:21:47.000Z,397.67,61666.5
2024-05-10T00:22:51.000Z,407.86,58033.5
2024-05-10T00:23:55.000Z,408.00,59189.5
2024-05-10T00:24:59.000Z,400.03,59822.1
2024-05-10T00:26:03.000Z,400.66,63607.6
2024-05-10T00:27:07.000Z,402.11,61412.7
2024-05-10T00:28:11.000Z,399.32,62199.7
2024-05-10T00:29:15.000Z,399.28,62109.5
2024-05-10T00:30:19.000Z,396.83,62889.5
2024-05-10T00:31:23.000Z,394.13,63056.7
2024-05-10T00:32:27.000Z,392.84,62954.4
2024-05-10T00:33:31.000Z,-1.0E31,-1.0E31
2024-05-10T00:34:35.000Z,392.54,61382.9
2024-05-10T00:35:39.000Z,394.96,67507.8
2024-05-10T00:36:43.000Z,393.56,64354.5
2024-05-10T00:37:47.000Z,392.00,61016.6
2024-05-10T00:38:51.000Z,393.77,68184.5
2024-05-10T00:39:55.000Z,393.44,64879.1
2024-05-10T00:40:59.000Z,391.70,68318.9
2024-05-10T00:42:03.000Z,390.30,69729.5
2024-05-10T00:43:07.000Z,390.10,70763.0
2024-05-10T00:44:11.000Z,392.92,65694.0
2024-05-10T00:45:15.000Z,390.57,69095.5
2024-05-10T00:46:19.000Z,391.99,70710.3
2024-05-10T00:47:23.000Z,397.58,64312.2
2024-05-10T00:48:27.000Z,395.63,62541.3
2024-05-10T00:49:31.000Z,394.76,65248.3
2024-05-10T00:50:35.000Z,398.06,62181.7
2024-05-10T00:51:39.000Z,395.89,60660.2
2024-05-10T00:52:43.000Z,396.22,63382.9
2024-05-10T00:53:47.000Z,389.89,65135.3
2024-05-10T00:54:51.000Z,389.02,68569.9
2024-05-10T00:55:55.000Z,393.94,69119.3
2024-05-10T00:56:59.000Z,387.49,68431.0
2024-05-10T00:58:03.000Z,385.22,72964.3
2024-05-10T00:59:07.000Z,387.28,82904.0
2024-05-10T01:00:11.000Z,388.94,83911.8
2024-05-10T01:01:15.000Z,410.88,-1.0E31
2024-05-10T01:02:19.000Z,392.46,81848.6
2024-05-10T01:03:23.000Z,406.42,76415.6
2024-05-10T01:04:27.000Z,414.76,43525.5
2024-05-10T01:05:31.000Z,411.46,53708.3
2024-05-10T01:06:35.000Z,-1.0E31,-1.0E31
2024-05-10T01:07:39.000Z,419.94,68693.1
2024-05-10T01:08:43.000Z,427.60,75998.0
2024-05-10T01:09:47.000Z,428.41,67719.4
2024-05-10T01:10:51.000Z,409.49,51962.7
2024-05-10T01:11:55.000Z,391.30,91479.1
2024-05-10T01:12:59.000Z,391.01,89517.2
2024-05-10T01:14:03.000Z,399.83,85986.8
2024-05-10T01:15:07.000Z,395.52,-1.0E31
2024-05-10T01:16:11.000Z,401.94,78800.6
2024-05-10T01:17:15.000Z,387.57,89103.1
2024-05-10T01:18:19.000Z,391.09,93752.6
2024-05-10T01:19:23.000Z,392.78,94158.3
2024-05-10T01:20:27.000Z,394.05,93785.5
2024-05-10T01:21:31.000Z,394.82,90366.1
2024-05-10T01:22:35.000Z,400.47,90852.6
2024-05-10T01:23:39.000Z,-1.0E31,-1.0E31
2024-05-10T01:24:43.000Z,398.03,80489.4
2024-05-10T01:25:47.000Z,405.08,83216.9
2024-05-10T01:26:51.000Z,413.19,-1.0E31
2024-05-10T01:27:55.000Z,414.87,84055.9
2024-05-10T01:28:59.000Z,419.05,53121.6
