2026-01-19T12:00:09.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2233e+03,1.1011e+03,2.1295e+06,5.2129e+05,1.8313e+05,4.2781e+04
2026-01-19T12:00:21.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2222e+03,1.1351e+03,2.0881e+06,5.0586e+05,1.7778e+05,4.2480e+04
2026-01-19T12:00:33.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2222e+03,1.1351e+03,2.0881e+06,5.0586e+05,1.7778e+05,4.2480e+04
2026-01-19T12:00:45.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1624e+03,1.0829e+03,2.0281e+06,5.0000e+05,1.7252e+05,4.1418e+04
2026-01-19T12:00:57.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1624e+03,1.0829e+03,2.0281e+06,5.0000e+05,1.7252e+05,4.1418e+04
2026-01-19T12:01:09.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1621e+03,1.0829e+03,2.0476e+06,4.9086e+05,1.7143e+05,4.0327e+04
2026-01-19T12:01:21.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1621e+03,1.0829e+03,2.0476e+06,4.9086e+05,1.7143e+05,4.0327e+04
2026-01-19T12:01:34.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2222e+03,1.1003e+03,2.0676e+06,4.9686e+05,1.7460e+05,4.0597e+04
2026-01-19T12:01:46.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2222e+03,1.1003e+03,2.0676e+06,4.9686e+05,1.7460e+05,4.0597e+04
2026-01-19T12:01:58.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1042e+03,1.0837e+03,2.1890e+06,5.1814e+05,1.8204e+05,4.3041e+04
2026-01-19T12:02:10.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1042e+03,1.0837e+03,2.1890e+06,5.1814e+05,1.8204e+05,4.3041e+04
2026-01-19T12:02:22.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1022e+03,1.1003e+03,2.1681e+06,5.3300e+05,1.8403e+05,4.3015e+04
2026-01-19T12:02:34.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1022e+03,1.1003e+03,2.1681e+06,5.3300e+05,1.8403e+05,4.3015e+04
2026-01-19T12:02:47.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2222e+03,1.0829e+03,2.1681e+06,5.3600e+05,1.8194e+05,4.2480e+04
2026-01-19T12:02:59.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2222e+03,1.0829e+03,2.1681e+06,5.3600e+05,1.8194e+05,4.2480e+04
2026-01-19T12:03:11.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02
2026-01-19T12:03:23.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2225e+03,1.1177e+03,2.1881e+06,5.3000e+05,1.8403e+05,4.3556e+04
2026-01-19T12:03:35.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2225e+03,1.1177e+03,2.1881e+06,5.3000e+05,1.8403e+05,4.3556e+04
2026-01-19T12:03:47.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2225e+03,1.1003e+03,2.1895e+06,5.3029e+05,1.8621e+05,4.4117e+04
2026-01-19T12:03:59.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2225e+03,1.1003e+03,2.1895e+06,5.3029e+05,1.8621e+05,4.4117e+04
2026-01-19T12:04:12.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1643e+03,1.1011e+03,2.1895e+06,5.2429e+05,1.8829e+05,4.4117e+04
2026-01-19T12:04:24.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1643e+03,1.1011e+03,2.1895e+06,5.2429e+05,1.8829e+05,4.4117e+04
2026-01-19T12:04:36.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1624e+03,1.0655e+03,2.2086e+06,5.2400e+05,1.8819e+05,4.4097e+04
2026-01-19T12:04:48.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1624e+03,1.0655e+03,2.2086e+06,5.2400e+05,1.8819e+05,4.4097e+04
2026-01-19T12:05:00.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1624e+03,1.0655e+03,2.1486e+06,5.2114e+05,1.8095e+05,4.2760e+04
2026-01-19T12:05:12.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1624e+03,1.0655e+03,2.1486e+06,5.2114e+05,1.8095e+05,4.2760e+04
2026-01-19T12:05:24.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2222e+03,1.1003e+03,2.0676e+06,5.0286e+05,1.7669e+05,4.1944e+04
2026-01-19T12:05:37.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.2222e+03,1.1003e+03,2.0676e+06,5.0286e+05,1.7669e+05,4.1944e+04
2026-01-19T12:05:49.000Z,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,-9.9990e+02,2.1624e+03,1.1177e+03,2.1681e+06,5.3000e+05,1.8403e+05,4.3556e+04
