EpochUTC,BR_daily_nT,BT_daily_nT,BN_daily_nT,BMeanMagnitude_nT,BAzimuth_R_to_T_deg,BElevation_deg,MAGVectorSampleCount,MAGDirectionRMS_deg,LECPMinimumSectorSampleCount,LECPRequiredSampleCount,LECPCoverageFraction,ValidActiveSectorCount,PitchAngleSpan_deg,MedianRelativeUncertainty,PADUsable,PADQuality,Mu_S1,PA_S1_deg,RawFlux_S1_1d,Flux_S1_1d,FluxUncertainty_S1_1d,Samples_S1_1d,Mu_S2,PA_S2_deg,RawFlux_S2_1d,Flux_S2_1d,FluxUncertainty_S2_1d,Samples_S2_1d,Mu_S3,PA_S3_deg,RawFlux_S3_1d,Flux_S3_1d,FluxUncertainty_S3_1d,Samples_S3_1d,Mu_S4,PA_S4_deg,RawFlux_S4_1d,Flux_S4_1d,FluxUncertainty_S4_1d,Samples_S4_1d,Mu_S5,PA_S5_deg,RawFlux_S5_1d,Flux_S5_1d,FluxUncertainty_S5_1d,Samples_S5_1d,Mu_S6,PA_S6_deg,RawFlux_S6_1d,Flux_S6_1d,FluxUncertainty_S6_1d,Samples_S6_1d,Mu_S7,PA_S7_deg,RawFlux_S7_1d,Flux_S7_1d,FluxUncertainty_S7_1d,Samples_S7_1d,Mu_S8,PA_S8_deg,RawFlux_S8_1d,Flux_S8_1d,FluxUncertainty_S8_1d,Samples_S8_1d,S8_Diagnostic_Flux_1d,SourceToDifferentialFluxFactor,BackgroundCorrectionMode,BackgroundCorrectionApplied,PitchAngleMethod,SectorAxisAssumption
2018-12-05 12:00:00,0.0773333335916201,-0.377833331624667,0.173999997476737,0.423101016416757,281.567298092689,24.2833381604496,6,1.427784741278,0,1,0,0,NaN,NaN,0,excluded: insufficient per-sector samples (0<1); only 0/7 active sectors valid after selected background handling,-0.172875671019075,99.9550589296377,NaN,NaN,NaN,0,-0.755087517773334,139.033017467405,NaN,NaN,NaN,0,-0.89497933739461,153.505775876896,NaN,NaN,NaN,0,-0.510604399213809,120.704096859465,NaN,NaN,NaN,0,0.172875671019075,80.0449410703623,NaN,NaN,NaN,0,0.755087517773334,40.9669825325955,NaN,NaN,NaN,0,0.89497933739461,26.4942241231041,NaN,NaN,NaN,0,0.510604399213809,59.2959031405348,NaN,NaN,NaN,0,NaN,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-06 12:00:00,0.0723999992012978,-0.376199996471405,0.172999998927116,0.420353656886931,280.893435201261,24.3027568173537,5,0.499878332776857,1,1,1,7,126.441155199603,0.0425076452756164,1,usable,-0.183361384459734,100.565612515167,0.321000009775162,0.321000009775162,0.0153299998492002,1,-0.760924025359923,139.545725775036,0.39300000667572,0.39300000667572,0.016160000115633,1,-0.892747692139798,153.220577599801,0.324999988079071,0.324999988079071,0.0146800000220537,1,-0.50161186864146,120.106697791048,0.890999972820282,0.890999972820282,0.0228300001472235,1,0.183361384459734,79.434387484833,0.331999987363815,0.331999987363815,0.014019999653101,1,0.760924025359923,40.4542742249642,0.326999992132187,0.326999992132187,0.0138999996706843,1,0.892747692139798,26.7794224001987,0.367000013589859,0.367000013589859,0.0156100001186132,1,0.50161186864146,59.8933022089521,0.354000002145767,0.354000002145767,0.0153200002387166,1,0.354000002145767,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-07 12:00:00,0.075111110177305,-0.371333330869675,0.173999999960264,0.416900613423639,281.435161683282,24.6683820000624,9,1.29950999093624,1,1,1,7,126.212215233352,0.0453100801855784,1,usable,-0.174404867516642,100.044026944616,0.319999992847443,0.319999992847443,0.016100000590086,1,-0.753953044340875,138.933972998921,0.223000004887581,0.223000004887581,0.0121600003913045,1,-0.891845753182707,153.106107616676,0.250999987125397,0.250999987125397,0.0121600003913045,1,-0.507307315354957,120.484637233617,0.625999987125397,0.625999987125397,0.0191799998283386,1,0.174404867516642,79.9559730553845,0.257999986410141,0.257999986410141,0.0116900000721216,1,0.753953044340875,41.0660270010794,0.259999990463257,0.259999990463257,0.0117499995976686,1,0.891845753182707,26.8938923833241,0.293000012636185,0.293000012636185,0.0124899996444583,1,0.507307315354957,59.5153627663828,0.293000012636185,0.293000012636185,0.0124599998816848,1,0.293000012636185,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-08 12:00:00,0.0776666659447882,-0.373111115561591,0.171000000503328,0.417714035826823,281.75874927303,24.165326316508,9,0.698276651073544,1,1,1,7,127.373075855458,0.0337663215076493,1,usable,-0.170041686991202,99.790242834444,0.352999985218048,0.352999985218048,0.0110999997705221,1,-0.754075634763424,138.944666199476,0.328000009059906,0.328000009059906,0.0111600002273917,1,-0.896382302746333,153.686537927729,0.28600001335144,0.28600001335144,0.010049999691546,1,-0.513600374851666,120.903947902272,0.716000020503998,0.716000020503998,0.0158900003880262,1,0.170041686991202,80.209757165556,0.293000012636185,0.293000012636185,0.00984799955040216,1,0.754075634763424,41.0553338005239,0.291000008583069,0.291000008583069,0.0098259998485446,1,0.896382302746333,26.3134620722708,0.300000011920929,0.300000011920929,0.0103000001981854,1,0.513600374851666,59.0960520977275,0.280000001192093,0.280000001192093,0.00961699988692999,1,0.280000001192093,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-09 12:00:00,0.0793636380271478,-0.376909088004719,0.171181818301027,0.421500014920877,281.890747780004,23.9616632144408,11,0.9140285288555,1,1,1,7,127.843957368928,0.0471066633768215,1,usable,-0.168242989746127,99.6856784563022,0.13400000333786,0.13400000333786,0.0071390001103282,1,-0.754086432664805,138.945608178323,0.145999997854233,0.145999997854233,0.0074439998716116,1,-0.898196270529986,153.921978684464,0.148000001907349,0.148000001907349,0.00749500002712011,1,-0.516154914791635,121.074682384491,0.421999990940094,0.421999990940094,0.0117899999022484,1,0.168242989746127,80.3143215436978,0.150000005960464,0.150000005960464,0.00706599978730083,1,0.754086432664805,41.0543918216769,0.163000002503395,0.163000002503395,0.00737199978902936,1,0.898196270529986,26.0780213155358,0.174999997019768,0.174999997019768,0.00761200021952391,1,0.516154914791635,58.9253176155085,0.165999993681908,0.165999993681908,0.00699800020083785,1,0.165999993681908,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-10 12:00:00,0.0730000001688798,-0.371166661381721,0.159666667381922,0.410593637577057,281.126753130648,22.884072399596,6,1.11306096964061,1,1,1,7,129.164517446033,0.042066665557358,1,usable,-0.181678718569282,100.467555702863,0.12899999320507,0.12899999320507,0.00565900001674891,1,-0.767126818702174,140.09657611914,0.150000005960464,0.150000005960464,0.00631000008434057,1,-0.903202432499459,154.582258723017,0.136000007390976,0.136000007390976,0.00586900021880865,1,-0.510194310906931,120.676773560088,0.421000003814697,0.421000003814697,0.010329999960959,1,0.181678718569282,79.5324442971368,0.136999994516373,0.136999994516373,0.00588000006973743,1,0.767126818702174,39.9034238808603,0.149000003933907,0.149000003933907,0.00612800009548664,1,0.903202432499459,25.4177412769833,0.148000001907349,0.148000001907349,0.0059710000641644,1,0.510194310906931,59.3232264399117,0.142000004649162,0.142000004649162,0.00584900006651878,1,0.142000004649162,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-11 12:00:00,0.0831818174232136,-0.377727272835645,0.167454546148127,0.421471389799305,282.419255569775,23.410083647059,11,0.511853143542879,1,1,1,7,129.248713811376,0.0553059676758237,1,usable,-0.160627725418062,99.2433335158468,0.144999995827675,0.144999995827675,0.00885799992829561,1,-0.75246434400516,138.804300273082,0.151999995112419,0.151999995112419,0.00820699986070395,1,-0.90351755507621,154.624356905688,0.119999997317791,0.119999997317791,0.00701700011268258,1,-0.525302436225796,121.688605342474,0.41499999165535,0.41499999165535,0.0130200004205108,1,0.160627725418062,80.7566664841532,0.13400000333786,0.13400000333786,0.00741099985316396,1,0.75246434400516,41.1956997269177,0.129999995231628,0.129999995231628,0.00730699999257922,1,0.90351755507621,25.3756430943121,0.150000005960464,0.150000005960464,0.00815699994564056,1,0.525302436225796,58.3113946575256,0.137999996542931,0.137999996542931,0.00782699976116419,1,0.137999996542931,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-12 12:00:00,0.0781538463555849,-0.379153843109424,0.160384616026512,0.419033274935046,281.647080906845,22.5040735990888,13,0.687566551322427,1,1,1,7,130.277369703642,0.031425779851652,1,usable,-0.17395075618248,100.017604392092,0.230000004172325,0.230000004172325,0.00764499977231026,1,-0.764579598590508,139.869605733733,0.234999999403954,0.234999999403954,0.0078959995880723,1,-0.907328081657993,155.138684851821,0.263999998569489,0.263999998569489,0.00816099997609854,1,-0.518576080012189,121.2367861405,0.675000011920929,0.675000011920929,0.0130700003355742,1,0.17395075618248,79.982395607908,0.246999993920326,0.246999993920326,0.00791199970990419,1,0.764579598590508,40.1303942662665,0.284999996423721,0.284999996423721,0.00869099982082844,1,0.907328081657993,24.8613151481791,0.256000012159348,0.256000012159348,0.00804500002413988,1,0.518576080012189,58.7632138594998,0.250999987125397,0.250999987125397,0.00808100029826164,1,0.250999987125397,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-13 12:00:00,0.0769999995827675,-0.381750002503395,0.15625,0.419614259585025,281.403706037186,21.8615965585527,4,0.506606012054273,1,1,1,7,131.214405184089,0.0393625710375809,1,usable,-0.178618042484082,100.289275032441,0.476000010967255,0.476000010967255,0.0138999996706843,1,-0.770289336773794,140.379878155008,0.165000006556511,0.165000006556511,0.00679400004446507,1,-0.910735584532795,155.607202592045,0.170000001788139,0.170000001788139,0.0067259999923408,1,-0.517685278608272,121.177112250469,0.497000008821487,0.497000008821487,0.0114900004118681,1,0.178618042484082,79.7107249675594,0.171000003814697,0.171000003814697,0.00673099979758263,1,0.770289336773794,39.6201218449918,0.17399999499321,0.17399999499321,0.00680299988016486,1,0.910735584532795,24.3927974079553,0.171000003814697,0.171000003814697,0.00675200019031763,1,0.517685278608272,58.8228877495313,0.167999997735023,0.167999997735023,0.00659700017422438,1,0.167999997735023,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-14 12:00:00,0.0774000003933906,-0.379399996995926,0.14839999973774,0.414677799868243,281.530478493924,20.9693327602346,5,0.793799050374203,1,1,1,7,132.899707888166,0.0539672105574089,1,usable,-0.177684498502929,100.234917346322,0.28999999165535,0.28999999165535,0.0182300005108118,1,-0.773854289151091,140.701273645284,0.272000014781952,0.272000014781952,0.0155300004407763,1,-0.916710732515135,156.449853944083,0.26800000667572,0.26800000667572,0.0142700001597404,1,-0.522570461544788,121.504831453485,0.774999976158142,0.774999976158142,0.0242299996316433,1,0.177684498502929,79.7650826536783,0.279000014066696,0.279000014066696,0.014580000191927,1,0.773854289151091,39.2987263547161,0.26800000667572,0.26800000667572,0.0154100004583597,1,0.916710732515135,23.5501460559172,0.305000007152557,0.305000007152557,0.0164599996060133,1,0.522570461544788,58.4951685465149,0.34799998998642,0.34799998998642,0.0175700001418591,1,0.34799998998642,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-15 12:00:00,0.077285715511867,-0.383571433169501,0.158285715750286,0.422083515404791,281.391982839747,22.024956764732,7,0.416137456730482,1,1,1,7,130.915031218809,0.0453819475632254,1,usable,-0.178599114000702,100.288172786342,0.321999996900558,0.321999996900558,0.014750000089407,1,-0.769510823385175,140.309981522211,0.333000004291534,0.333000004291534,0.0140000004321337,1,-0.9096535288235,155.457515609404,0.298000007867813,0.298000007867813,0.0132699999958277,1,-0.516933534137563,121.126782890081,0.797999978065491,0.797999978065491,0.0217000003904104,1,0.178599114000702,79.7118272136576,0.282999992370605,0.282999992370605,0.0129199996590614,1,0.769510823385175,39.6900184777895,0.287999987602234,0.287999987602234,0.0130700003355742,1,0.9096535288235,24.5424843905955,0.284000009298325,0.284000009298325,0.0137299997732043,1,0.516933534137563,58.8732171099194,0.273999989032745,0.273999989032745,0.0135099999606609,1,0.273999989032745,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
2018-12-16 12:00:00,0.0724999991556009,-0.37950000166893,0.155666671693325,0.416543651758561,280.815513992368,21.9446266764733,6,0.504322564358809,1,1,1,7,130.549672918758,0.0382406657826548,1,usable,-0.187848494542973,100.827251351557,0.266999989748001,0.266999989748001,0.00922000035643578,1,-0.775111406075957,140.815134124215,0.247999995946884,0.247999995946884,0.00905799958854914,1,-0.908324568279725,155.274836459379,0.24099999666214,0.24099999666214,0.0092160003259778,1,-0.509453517421916,120.627435666441,0.638999998569489,0.638999998569489,0.0161799993366003,1,0.187848494542973,79.1727486484435,0.24099999666214,0.24099999666214,0.00991200003772974,1,0.775111406075957,39.1848658757848,0.273999989032745,0.273999989032745,0.011009999550879,1,0.908324568279725,24.725163540621,0.24099999666214,0.24099999666214,0.00991200003772974,1,0.509453517421916,59.372564333559,0.229000002145767,0.229000002145767,0.0100800003856421,1,0.229000002145767,1,none,0,Florinski et al. (2008) angle construction: per-sector 24 h mean; mu=vhat dot <B>/|<B>|; nominal scan plane parallel to RT; no SEDR correction; public source values retained without background correction,eight 45-deg nominal look axes; scan plane parallel to RT
