Spacecraft,MonthUTC,DataStartUTC,DataEndUTC,Status,MAGFile,MAGRecords,PLSFile,PLSRecords,COHOFile,PlasmaRecords,LECPChannels,LECPValidValues,CRSChannels,CRSValidValues,FigureFile,Notes,MAGLowPrecisionFilled,MAGInterpolated,COHOInterpolated
1,2020-07-01,2020-07-01,2020-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,16836,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\07\voyager1_coho1hr_merged_mag_plasma_20200701_v01.cdf,0,3,819,15,6660,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-07.png,,154720,0,8238
1,2020-08-01,2020-08-01,2020-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,14570,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\08\voyager1_coho1hr_merged_mag_plasma_20200801_v01.cdf,0,3,693,15,5850,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-08.png,,163960,0,9359
1,2020-09-01,2020-09-01,2020-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,12254,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\09\voyager1_coho1hr_merged_mag_plasma_20200901_v01.cdf,0,3,587,15,6390,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-09.png,,166048,0,8563
1,2020-10-01,2020-10-01,2020-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,11807,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\10\voyager1_coho1hr_merged_mag_plasma_20201001_v01.cdf,0,3,617,15,5760,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-10.png,,174940,0,9690
1,2020-11-01,2020-11-01,2020-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,11597,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\11\voyager1_coho1hr_merged_mag_plasma_20201101_v01.cdf,0,3,591,15,6300,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-11.png,,168520,0,8649
1,2020-12-01,2020-12-01,2021-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,12805,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\12\voyager1_coho1hr_merged_mag_plasma_20201201_v01.cdf,0,3,688,15,7380,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-12.png,,170776,0,7899
1,2021-01-01,2021-01-01,2021-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,2754,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\01\voyager1_coho1hr_merged_mag_plasma_20210101_v01.cdf,0,3,535,15,4950,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-01.png,,211984,0,11382
1,2021-02-01,2021-02-01,2021-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,13411,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\02\voyager1_coho1hr_merged_mag_plasma_20210201_v01.cdf,0,3,687,15,6750,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-02.png,,146764,0,6809
1,2021-03-01,2021-03-01,2021-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,14014,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\03\voyager1_coho1hr_merged_mag_plasma_20210301_v01.cdf,0,3,686,15,6930,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-03.png,,166004,0,8311
1,2021-04-01,2021-04-01,2021-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,12731,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\04\voyager1_coho1hr_merged_mag_plasma_20210401_v01.cdf,0,3,638,15,6030,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-04.png,,163880,0,8802
1,2021-05-01,2021-05-01,2021-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,17726,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\05\voyager1_coho1hr_merged_mag_plasma_20210501_v01.cdf,0,3,733,15,7290,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-05.png,,150772,0,7589
1,2021-06-01,2021-06-01,2021-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,15205,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\06\voyager1_coho1hr_merged_mag_plasma_20210601_v01.cdf,0,3,484,15,6300,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-06.png,,154040,0,7796
1,2021-07-01,2021-07-01,2021-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,15844,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\07\voyager1_coho1hr_merged_mag_plasma_20210701_v01.cdf,0,3,503,15,6210,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-07.png,,158808,0,8375
1,2021-08-01,2021-08-01,2021-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,12801,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\08\voyager1_coho1hr_merged_mag_plasma_20210801_v01.cdf,0,3,433,15,5850,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-08.png,,170876,0,8970
1,2021-09-01,2021-09-01,2021-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,13809,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\09\voyager1_coho1hr_merged_mag_plasma_20210901_v01.cdf,0,3,438,15,6210,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-09.png,,159836,0,8057
1,2021-10-01,2021-10-01,2021-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,12866,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\10\voyager1_coho1hr_merged_mag_plasma_20211001_v01.cdf,0,3,359,15,5670,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-10.png,,170748,0,9279
1,2021-11-01,2021-11-01,2021-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,11437,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\11\voyager1_coho1hr_merged_mag_plasma_20211101_v01.cdf,0,3,268,15,5490,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-11.png,,169284,0,9092
1,2021-12-01,2021-12-01,2022-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2021\voyager1_48s_mag-vim_20210101_v01.cdf,6761,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\12\voyager1_coho1hr_merged_mag_plasma_20211201_v01.cdf,0,3,351,15,6300,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2021\Voyager1_VLISM_2021-12.png,,195296,0,9107
1,2022-01-01,2022-01-01,2022-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,11708,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\01\voyager1_coho1hr_merged_mag_plasma_20220101_v01.cdf,0,3,298,15,4320,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-01.png,,175532,0,10770
1,2022-02-01,2022-02-01,2022-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,16245,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\02\voyager1_coho1hr_merged_mag_plasma_20220201_v01.cdf,0,3,516,15,7380,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-02.png,,135472,0,5523
1,2022-03-01,2022-03-01,2022-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,16444,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\03\voyager1_coho1hr_merged_mag_plasma_20220301_v01.cdf,0,3,542,15,7470,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-03.png,,155912,0,6931
1,2022-04-01,2022-04-01,2022-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,17119,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\04\voyager1_coho1hr_merged_mag_plasma_20220401_v01.cdf,0,3,562,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-04.png,,146128,0,3023
1,2022-05-01,2022-05-01,2022-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,15830,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\05\voyager1_coho1hr_merged_mag_plasma_20220501_v01.cdf,0,3,510,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-05.png,,158828,0,3388
1,2022-06-01,2022-06-01,2022-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,27818,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\06\voyager1_coho1hr_merged_mag_plasma_20220601_v01.cdf,0,3,828,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-06.png,,103344,0,2097
1,2022-07-01,2022-07-01,2022-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,25489,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\07\voyager1_coho1hr_merged_mag_plasma_20220701_v01.cdf,0,3,750,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-07.png,,120092,0,2523
1,2022-08-01,2022-08-01,2022-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,15760,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\08\voyager1_coho1hr_merged_mag_plasma_20220801_v01.cdf,0,3,488,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-08.png,,159260,0,3480
1,2022-09-01,2022-09-01,2022-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,22961,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\09\voyager1_coho1hr_merged_mag_plasma_20220901_v01.cdf,0,3,697,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-09.png,,122884,0,2548
1,2022-10-01,2022-10-01,2022-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,24899,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\10\voyager1_coho1hr_merged_mag_plasma_20221001_v01.cdf,0,3,758,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-10.png,,121892,0,2440
1,2022-11-01,2022-11-01,2022-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,18735,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\11\voyager1_coho1hr_merged_mag_plasma_20221101_v01.cdf,0,3,594,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-11.png,,139712,0,2906
1,2022-12-01,2022-12-01,2023-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2022\voyager1_48s_mag-vim_20220101_v01.cdf,20838,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\12\voyager1_coho1hr_merged_mag_plasma_20221201_v01.cdf,0,3,648,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2022\Voyager1_VLISM_2022-12.png,,138408,0,2906
1,2023-01-01,2023-01-01,2023-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,26757,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\01\voyager1_coho1hr_merged_mag_plasma_20230101_v01.cdf,0,3,694,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-01.png,,114852,0,2429
1,2023-02-01,2023-02-01,2023-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,20288,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\02\voyager1_coho1hr_merged_mag_plasma_20230201_v01.cdf,0,3,619,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-02.png,,119496,0,2505
1,2023-03-01,2023-03-01,2023-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,16043,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\03\voyager1_coho1hr_merged_mag_plasma_20230301_v01.cdf,0,3,512,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-03.png,,157876,0,3362
1,2023-04-01,2023-04-01,2023-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,17181,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\04\voyager1_coho1hr_merged_mag_plasma_20230401_v01.cdf,0,3,538,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-04.png,,146384,0,3117
1,2023-05-01,2023-05-01,2023-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,20201,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\05\voyager1_coho1hr_merged_mag_plasma_20230501_v01.cdf,0,3,613,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-05.png,,141256,0,2996
1,2023-06-01,2023-06-01,2023-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,14903,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\06\voyager1_coho1hr_merged_mag_plasma_20230601_v01.cdf,0,3,470,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-06.png,,155236,0,3325
1,2023-07-01,2023-07-01,2023-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,14415,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\07\voyager1_coho1hr_merged_mag_plasma_20230701_v01.cdf,0,3,456,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-07.png,,164620,0,3562
1,2023-08-01,2023-08-01,2023-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,21090,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\08\voyager1_coho1hr_merged_mag_plasma_20230801_v01.cdf,0,3,636,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-08.png,,137776,0,2932
1,2023-09-01,2023-09-01,2023-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,15118,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\09\voyager1_coho1hr_merged_mag_plasma_20230901_v01.cdf,0,3,101,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-09.png,,154444,0,3959
1,2023-10-01,2023-10-01,2023-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,0,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-10.png,,0,0,0
1,2023-11-01,2023-11-01,2023-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,0,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-11.png,,0,0,0
1,2023-12-01,2023-12-01,2024-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2023\voyager1_48s_mag-vim_20230101_v01.cdf,0,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2023\Voyager1_VLISM_2023-12.png,,0,0,0
1,2024-01-01,2024-01-01,2024-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2024\voyager1_48s_mag-vim_20240530_v01.cdf,0,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\01\voyager1_coho1hr_merged_mag_plasma_20240101_v01.cdf,0,3,0,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2024\Voyager1_VLISM_2024-01.png,,0,0,0
1,2024-02-01,2024-02-01,2024-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2024\voyager1_48s_mag-vim_20240530_v01.cdf,0,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\02\voyager1_coho1hr_merged_mag_plasma_20240201_v01.cdf,0,3,0,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2024\Voyager1_VLISM_2024-02.png,,0,0,0
1,2024-03-01,2024-03-01,2024-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2024\voyager1_48s_mag-vim_20240530_v01.cdf,0,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\03\voyager1_coho1hr_merged_mag_plasma_20240301_v01.cdf,0,3,0,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2024\Voyager1_VLISM_2024-03.png,,0,0,0
1,2024-04-01,2024-04-01,2024-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2024\voyager1_48s_mag-vim_20240530_v01.cdf,0,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\04\voyager1_coho1hr_merged_mag_plasma_20240401_v01.cdf,0,3,0,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2024\Voyager1_VLISM_2024-04.png,,0,0,0
1,2024-05-01,2024-05-01,2024-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2024\voyager1_48s_mag-vim_20240530_v01.cdf,1369,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\05\voyager1_coho1hr_merged_mag_plasma_20240501_v01.cdf,0,3,0,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2024\Voyager1_VLISM_2024-05.png,,217628,0,3610
1,2024-06-01,2024-06-01,2024-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2024\voyager1_48s_mag-vim_20240530_v01.cdf,16117,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\06\voyager1_coho1hr_merged_mag_plasma_20240601_v01.cdf,0,3,0,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2024\Voyager1_VLISM_2024-06.png,,149524,0,2200
1,2024-07-01,2024-07-01,2024-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2024\voyager1_48s_mag-vim_20240530_v01.cdf,17638,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\07\voyager1_coho1hr_merged_mag_plasma_20240701_v01.cdf,0,3,0,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2024\Voyager1_VLISM_2024-07.png,,150524,0,2170
1,2024-08-01,2024-08-01,2024-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2024\voyager1_48s_mag-vim_20240530_v01.cdf,14618,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\08\voyager1_coho1hr_merged_mag_plasma_20240801_v01.cdf,0,3,0,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2024\Voyager1_VLISM_2024-08.png,,163240,0,2475
