Spacecraft,MonthUTC,DataStartUTC,DataEndUTC,Status,MAGFile,MAGRecords,PLSFile,PLSRecords,COHOFile,PlasmaRecords,LECPChannels,LECPValidValues,CRSChannels,CRSValidValues,FigureFile,Notes,MAGLowPrecisionFilled,MAGInterpolated,COHOInterpolated
1,2016-06-01,2016-06-01,2016-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2016\voyager1_48s_mag-vim_20160101_v01.cdf,11719,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2016\06\voyager1_coho1hr_merged_mag_plasma_20160601_v01.cdf,0,3,567,15,5130,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2016\Voyager1_VLISM_2016-06.png,,168392,0,9848
1,2016-07-01,2016-07-01,2016-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2016\voyager1_48s_mag-vim_20160101_v01.cdf,13992,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2016\07\voyager1_coho1hr_merged_mag_plasma_20160701_v01.cdf,0,3,727,15,6570,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2016\Voyager1_VLISM_2016-07.png,,166404,0,8635
1,2016-08-01,2016-08-01,2016-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2016\voyager1_48s_mag-vim_20160101_v01.cdf,12507,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2016\08\voyager1_coho1hr_merged_mag_plasma_20160801_v01.cdf,0,3,646,15,6030,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2016\Voyager1_VLISM_2016-08.png,,172324,0,9396
1,2016-09-01,2016-09-01,2016-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2016\voyager1_48s_mag-vim_20160101_v01.cdf,14269,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2016\09\voyager1_coho1hr_merged_mag_plasma_20160901_v01.cdf,0,3,700,15,5940,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2016\Voyager1_VLISM_2016-09.png,,158084,0,8770
1,2016-10-01,2016-10-01,2016-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2016\voyager1_48s_mag-vim_20160101_v01.cdf,13830,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2016\10\voyager1_coho1hr_merged_mag_plasma_20161001_v01.cdf,0,3,675,15,6300,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2016\Voyager1_VLISM_2016-10.png,,166988,0,8972
1,2016-11-01,2016-11-01,2016-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2016\voyager1_48s_mag-vim_20160101_v01.cdf,12029,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2016\11\voyager1_coho1hr_merged_mag_plasma_20161101_v01.cdf,0,3,640,15,5850,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2016\Voyager1_VLISM_2016-11.png,,166940,0,9025
1,2016-12-01,2016-12-01,2017-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2016\voyager1_48s_mag-vim_20160101_v01.cdf,14992,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2016\12\voyager1_coho1hr_merged_mag_plasma_20161201_v01.cdf,0,3,780,15,7830,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2016\Voyager1_VLISM_2016-12.png,,161828,0,7187
1,2017-01-01,2017-01-01,2017-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,18142,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\01\voyager1_coho1hr_merged_mag_plasma_20170101_v01.cdf,0,3,908,15,8100,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-01.png,,149160,0,6559
1,2017-02-01,2017-02-01,2017-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,15898,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\02\voyager1_coho1hr_merged_mag_plasma_20170201_v01.cdf,0,3,787,15,7110,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-02.png,,136684,0,6224
1,2017-03-01,2017-03-01,2017-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,24190,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\03\voyager1_coho1hr_merged_mag_plasma_20170301_v01.cdf,0,3,1126,15,8460,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-03.png,,125088,0,5611
1,2017-04-01,2017-04-01,2017-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,29530,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\04\voyager1_coho1hr_merged_mag_plasma_20170401_v01.cdf,0,3,1306,15,9630,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-04.png,,96308,0,3369
1,2017-05-01,2017-05-01,2017-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,28154,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\05\voyager1_coho1hr_merged_mag_plasma_20170501_v01.cdf,0,3,1260,15,9090,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-05.png,,109292,0,4607
1,2017-06-01,2017-06-01,2017-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,27074,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\06\voyager1_coho1hr_merged_mag_plasma_20170601_v01.cdf,0,3,1202,15,8100,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-06.png,,106700,0,5248
1,2017-07-01,2017-07-01,2017-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,26762,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\07\voyager1_coho1hr_merged_mag_plasma_20170701_v01.cdf,0,3,1186,15,8550,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-07.png,,114940,0,5361
1,2017-08-01,2017-08-01,2017-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,24837,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\08\voyager1_coho1hr_merged_mag_plasma_20170801_v01.cdf,0,3,1166,15,8280,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-08.png,,122452,0,5686
1,2017-09-01,2017-09-01,2017-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,19531,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\09\voyager1_coho1hr_merged_mag_plasma_20170901_v01.cdf,0,3,906,15,7200,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-09.png,,136864,0,6899
1,2017-10-01,2017-10-01,2017-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,11770,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\10\voyager1_coho1hr_merged_mag_plasma_20171001_v01.cdf,0,3,591,15,6210,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-10.png,,175008,0,9296
1,2017-11-01,2017-11-01,2017-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,11390,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\11\voyager1_coho1hr_merged_mag_plasma_20171101_v01.cdf,0,3,576,15,5670,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-11.png,,169496,0,9329
1,2017-12-01,2017-12-01,2018-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2017\voyager1_48s_mag-vim_20170101_v01.cdf,11691,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\12\voyager1_coho1hr_merged_mag_plasma_20171201_v01.cdf,0,3,606,15,5940,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2017\Voyager1_VLISM_2017-12.png,,175528,0,9594
1,2018-01-01,2018-01-01,2018-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,15046,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\01\voyager1_coho1hr_merged_mag_plasma_20180101_v01.cdf,0,3,706,15,6480,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-01.png,,162172,0,8681
1,2018-02-01,2018-02-01,2018-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,13122,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\02\voyager1_coho1hr_merged_mag_plasma_20180201_v01.cdf,0,3,624,15,4950,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-02.png,,148356,0,8817
1,2018-03-01,2018-03-01,2018-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,12389,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\03\voyager1_coho1hr_merged_mag_plasma_20180301_v01.cdf,0,3,547,15,4590,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-03.png,,172964,0,10970
1,2018-04-01,2018-04-01,2018-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,12576,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\04\voyager1_coho1hr_merged_mag_plasma_20180401_v01.cdf,0,3,601,15,5940,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-04.png,,164936,0,8974
1,2018-05-01,2018-05-01,2018-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,10117,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\05\voyager1_coho1hr_merged_mag_plasma_20180501_v01.cdf,0,3,482,15,5130,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-05.png,,182052,0,10645
1,2018-06-01,2018-06-01,2018-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,9104,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\06\voyager1_coho1hr_merged_mag_plasma_20180601_v01.cdf,0,3,448,15,4050,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-06.png,,178932,0,11292
1,2018-07-01,2018-07-01,2018-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,10424,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\07\voyager1_coho1hr_merged_mag_plasma_20180701_v01.cdf,0,3,479,15,5220,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-07.png,,180856,0,10538
1,2018-08-01,2018-08-01,2018-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,10153,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\08\voyager1_coho1hr_merged_mag_plasma_20180801_v01.cdf,0,3,504,15,5130,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-08.png,,181800,0,10583
1,2018-09-01,2018-09-01,2018-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,9987,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\09\voyager1_coho1hr_merged_mag_plasma_20180901_v01.cdf,0,3,486,15,4140,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-09.png,,175424,0,11104
1,2018-10-01,2018-10-01,2018-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,10174,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\10\voyager1_coho1hr_merged_mag_plasma_20181001_v01.cdf,0,3,515,15,5130,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-10.png,,181680,0,10582
1,2018-11-01,2018-11-01,2018-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,9515,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\11\voyager1_coho1hr_merged_mag_plasma_20181101_v01.cdf,0,3,355,15,4680,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-11.png,,177048,0,10685
1,2018-12-01,2018-12-01,2019-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2018\voyager1_48s_mag-vim_20180101_v01.cdf,13644,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\12\voyager1_coho1hr_merged_mag_plasma_20181201_v01.cdf,0,3,587,15,7020,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2018\Voyager1_VLISM_2018-12.png,,167420,0,8315
1,2019-01-01,2019-01-01,2019-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,14828,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\01\voyager1_coho1hr_merged_mag_plasma_20190101_v01.cdf,0,3,703,15,7560,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-01.png,,162316,0,7514
1,2019-02-01,2019-02-01,2019-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,13848,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\02\voyager1_coho1hr_merged_mag_plasma_20190201_v01.cdf,0,3,702,15,5850,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-02.png,,145108,0,7689
1,2019-03-01,2019-03-01,2019-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,19594,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\03\voyager1_coho1hr_merged_mag_plasma_20190301_v01.cdf,0,3,915,15,8100,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-03.png,,143712,0,6507
1,2019-04-01,2019-04-01,2019-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,13347,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\04\voyager1_coho1hr_merged_mag_plasma_20190401_v01.cdf,0,3,671,15,90,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-04.png,,161476,0,14629
1,2019-05-01,2019-05-01,2019-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,15464,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\05\voyager1_coho1hr_merged_mag_plasma_20190501_v01.cdf,0,3,832,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-05.png,,158456,0,3680
1,2019-06-01,2019-06-01,2019-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,6651,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\06\voyager1_coho1hr_merged_mag_plasma_20190601_v01.cdf,0,3,449,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-06.png,,186872,0,4481
1,2019-07-01,2019-07-01,2019-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,9399,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\07\voyager1_coho1hr_merged_mag_plasma_20190701_v01.cdf,0,3,478,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-07.png,,184500,0,4639
1,2019-08-01,2019-08-01,2019-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,9048,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\08\voyager1_coho1hr_merged_mag_plasma_20190801_v01.cdf,0,3,448,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-08.png,,185832,0,4709
1,2019-09-01,2019-09-01,2019-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,11425,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\09\voyager1_coho1hr_merged_mag_plasma_20190901_v01.cdf,0,3,558,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-09.png,,169400,0,4242
1,2019-10-01,2019-10-01,2019-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,10058,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\10\voyager1_coho1hr_merged_mag_plasma_20191001_v01.cdf,0,3,507,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-10.png,,182128,0,4555
1,2019-11-01,2019-11-01,2019-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,8340,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\11\voyager1_coho1hr_merged_mag_plasma_20191101_v01.cdf,0,3,435,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-11.png,,181680,0,4555
1,2019-12-01,2019-12-01,2020-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2019\voyager1_48s_mag-vim_20190101_v01.cdf,9413,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\12\voyager1_coho1hr_merged_mag_plasma_20191201_v01.cdf,0,3,469,15,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2019\Voyager1_VLISM_2019-12.png,,184640,0,4654
1,2020-01-01,2020-01-01,2020-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,9901,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\01\voyager1_coho1hr_merged_mag_plasma_20200101_v01.cdf,0,3,492,15,5040,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-01.png,,182760,0,10700
1,2020-02-01,2020-02-01,2020-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,12818,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\02\voyager1_coho1hr_merged_mag_plasma_20200201_v01.cdf,0,3,649,15,6390,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-02.png,,156400,0,7829
1,2020-03-01,2020-03-01,2020-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,15333,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\03\voyager1_coho1hr_merged_mag_plasma_20200301_v01.cdf,0,3,762,15,8010,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-03.png,,160528,0,6985
1,2020-04-01,2020-04-01,2020-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,14646,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\04\voyager1_coho1hr_merged_mag_plasma_20200401_v01.cdf,0,3,737,15,6750,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-04.png,,155956,0,7778
1,2020-05-01,2020-05-01,2020-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,15417,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\05\voyager1_coho1hr_merged_mag_plasma_20200501_v01.cdf,0,3,764,15,5670,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-05.png,,160328,0,9368
1,2020-06-01,2020-06-01,2020-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager1\mag\48s\reviewed_vim\2020\voyager1_48s_mag-vim_20200101_v01.cdf,17095,,0,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\06\voyager1_coho1hr_merged_mag_plasma_20200601_v01.cdf,0,3,806,15,6930,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager1\2020\Voyager1_VLISM_2020-06.png,,146612,0,7464
