2026-01-19T17:00:00.000000000Z,15.319018,87511.922607,109390.674835,34332.008045,87511.922607,114146.548095,10750.445350,0
2026-01-19T17:00:30.000000000Z,15.318896,87482.610071,109360.608887,34380.846257,87482.610071,114131.154908,10764.053363,0
2026-01-19T17:01:00.000000000Z,15.318772,87453.286908,109330.509252,34429.663670,87453.286908,114115.748417,10777.660084,0
2026-01-19T17:01:30.000000000Z,15.318648,87423.953116,109300.375987,34478.460098,87423.953116,114100.328616,10791.265512,0
2026-01-19T17:02:00.000000000Z,15.318524,87394.608729,109270.209174,34527.235339,87394.608729,114084.895518,10804.869626,0
2026-01-19T17:02:30.000000000Z,15.318399,87365.253716,109240.008851,34575.989216,87365.253716,114069.449101,10818.472438,0
2026-01-19T17:03:00.000000000Z,15.318273,87335.888016,109209.775047,34624.721561,87335.888016,114053.989332,10832.073970,0
2026-01-19T17:03:30.000000000Z,15.318147,87306.511675,109179.507848,34673.432169,87306.511675,114038.516228,10845.674199,0
2026-01-19T17:04:00.000000000Z,15.318020,87277.124689,109149.207312,34722.120854,87277.124689,114023.029782,10859.273122,0
2026-01-19T17:04:30.000000000Z,15.317892,87247.727142,109118.873550,34770.787399,87247.727142,114007.530032,10872.870698,0
2026-01-19T17:05:00.000000000Z,15.317764,87218.318858,109088.506520,34819.431677,87218.318858,113992.016884,10886.467002,0
2026-01-19T17:05:30.000000000Z,15.317636,87188.899920,109058.106334,34868.053471,87188.899920,113976.490376,10900.061993,0
2026-01-19T17:06:00.000000000Z,15.317506,87159.470325,109027.673051,34916.652595,87159.470325,113960.950502,10913.655668,0
2026-01-19T17:06:30.000000000Z,15.317376,87130.030118,108997.206760,34965.228847,87130.030118,113945.397278,10927.248005,0
2026-01-19T17:07:00.000000000Z,15.317246,87100.579241,108966.707490,35013.782060,87100.579241,113929.830671,10940.839024,0
2026-01-19T17:07:30.000000000Z,15.317115,87071.117659,108936.175283,35062.312057,87071.117659,113914.250658,10954.428739,0
2026-01-19T17:08:00.000000000Z,15.316983,87041.645408,108905.610224,35110.818641,87041.645408,113898.657254,10968.017128,0
2026-01-19T17:08:30.000000000Z,15.316851,87012.162486,108875.012376,35159.301625,87012.162486,113883.050451,10981.604190,0
2026-01-19T17:09:00.000000000Z,15.316718,86982.668976,108844.381851,35207.760796,86982.668976,113867.430287,10995.189882,0
2026-01-19T17:09:30.000000000Z,15.316584,86953.164701,108813.718593,35256.196077,86953.164701,113851.796669,11008.774280,0
2026-01-19T17:10:00.000000000Z,15.316450,86923.649746,108783.022749,35304.607152,86923.649746,113836.149633,11022.357344,0
2026-01-19T17:10:30.000000000Z,15.316316,86894.124106,108752.294366,35352.993888,86894.124106,113820.489173,11035.939070,0
2026-01-19T17:11:00.000000000Z,15.316180,86864.587821,108721.533530,35401.356087,86864.587821,113804.815303,11049.519439,0
2026-01-19T17:11:30.000000000Z,15.316044,86835.040853,108690.740287,35449.693575,86835.040853,113789.128000,11063.098461,0
2026-01-19T17:12:00.000000000Z,15.315908,86805.483144,108659.914667,35498.006186,86805.483144,113773.427231,11076.676160,0
2026-01-19T17:12:30.000000000Z,15.315771,86775.914741,108629.056763,35546.293720,86775.914741,113757.713012,11090.252511,0
2026-01-19T17:13:00.000000000Z,15.315633,86746.335637,108598.166640,35594.555994,86746.335637,113741.985338,11103.827513,0
2026-01-19T17:13:30.000000000Z,15.315494,86716.745921,108567.244412,35642.792796,86716.745921,113726.244244,11117.401123,0
2026-01-19T17:14:00.000000000Z,15.315355,86687.145412,108536.290045,35691.003999,86687.145412,113710.489639,11130.973417,0
2026-01-19T17:14:30.000000000Z,15.315216,86657.534194,108505.303653,35739.189392,86657.534194,113694.721559,11144.544355,0
2026-01-19T17:15:00.000000000Z,15.315076,86627.912266,108474.285302,35787.348792,86627.912266,113678.939997,11158.113932,0
2026-01-19T17:15:30.000000000Z,15.314935,86598.279711,108443.235111,35835.481987,86598.279711,113663.144991,11171.682108,0
2026-01-19T17:16:00.000000000Z,15.314793,86568.636352,108412.153041,35883.588852,86568.636352,113647.336448,11185.248958,0
2026-01-19T17:16:30.000000000Z,15.314651,86538.982272,108381.039212,35931.669175,86538.982272,113631.514403,11198.814441,0
2026-01-19T17:17:00.000000000Z,15.314508,86509.317469,108349.893690,35979.722776,86509.317469,113615.678851,11212.378555,0
2026-01-19T17:17:30.000000000Z,15.314365,86479.641940,108318.716542,36027.749471,86479.641940,113599.829785,11225.941296,0
2026-01-19T17:18:00.000000000Z,15.314221,86449.955769,108287.507887,36075.749052,86449.955769,113583.967243,11239.502623,0
2026-01-19T17:18:30.000000000Z,15.314076,86420.258706,108256.267626,36123.721417,86420.258706,113568.091074,11253.062651,0
2026-01-19T17:19:00.000000000Z,15.313931,86390.550911,108224.995944,36171.666330,86390.550911,113552.201373,11266.621297,0
2026-01-19T17:19:30.000000000Z,15.313785,86360.832384,108193.692915,36219.583610,86360.832384,113536.298139,11280.178556,0
2026-01-19T17:20:00.000000000Z,15.313639,86331.103200,108162.358660,36267.473051,86331.103200,113520.381412,11293.734391,0
2026-01-19T17:20:30.000000000Z,15.313492,86301.363240,108130.993162,36315.334509,86301.363240,113504.451109,11307.288853,0
2026-01-19T17:21:00.000000000Z,15.313344,86271.612517,108099.596498,36363.167850,86271.612517,113488.507247,11320.841931,0
2026-01-19T17:21:30.000000000Z,15.313196,86241.851031,108068.168760,36410.972790,86241.851031,113472.549808,11334.393622,0
2026-01-19T17:22:00.000000000Z,15.313047,86212.078810,108036.710031,36458.749191,86212.078810,113456.578813,11347.943909,0
2026-01-19T17:22:30.000000000Z,15.312897,86182.295933,108005.220426,36506.496847,86182.295933,113440.594294,11361.492753,0
2026-01-19T17:23:00.000000000Z,15.312747,86152.502150,107973.699847,36554.215658,86152.502150,113424.596098,11375.040268,3
2026-01-19T17:23:30.000000000Z,15.312596,86122.697559,107942.148432,36601.905410,86122.697559,113408.584276,11388.586402,3
2026-01-19T17:24:00.000000000Z,15.312445,86092.882262,107910.566341,36649.565893,86092.882262,113392.558903,11402.131101,3
2026-01-19T17:24:30.000000000Z,15.312293,86063.056208,107878.953593,36697.196938,86063.056208,113376.519923,11415.674385,3
2026-01-19T17:25:00.000000000Z,15.312140,86033.219453,107847.310318,36744.798355,86033.219453,113360.467383,11429.216228,3
2026-01-19T17:25:30.000000000Z,15.311987,86003.371825,107815.636460,36792.370011,86003.371825,113344.401165,11442.756700,3
2026-01-19T17:26:00.000000000Z,15.311833,85973.513440,107783.932178,36839.911696,85973.513440,113328.321338,11456.295748,3
2026-01-19T17:26:30.000000000Z,15.311678,85943.644300,107752.197550,36887.423229,85943.644300,113312.227901,11469.833365,3
2026-01-19T17:27:00.000000000Z,15.311523,85913.764480,107720.432691,36934.904407,85913.764480,113296.120884,11483.369514,3
2026-01-19T17:27:30.000000000Z,15.311367,85883.873825,107688.637590,36982.355101,85883.873825,113280.000209,11496.904260,0
2026-01-19T17:28:00.000000000Z,15.311210,85853.972350,107656.812311,37029.775130,85853.972350,113263.865860,11510.437597,0
2026-01-19T17:28:30.000000000Z,15.311053,85824.060100,107624.956971,37077.164296,85824.060100,113247.717868,11523.969494,0
2026-01-19T17:29:00.000000000Z,15.310895,85794.137024,107593.071588,37124.522438,85794.137024,113231.556177,11537.499975,0
2026-01-19T17:29:30.000000000Z,15.310737,85764.203235,107561.156351,37171.849348,85764.203235,113215.380885,11551.028982,0
2026-01-19T17:30:00.000000000Z,15.310578,85734.258521,107529.211162,37219.144909,85734.258521,113199.191831,11564.556610,0
2026-01-19T17:30:30.000000000Z,15.310418,85704.303018,107497.236206,37266.408903,85704.303018,113182.989108,11578.082788,0
2026-01-19T17:31:00.000000000Z,15.310258,85674.336710,107465.231545,37313.641158,85674.336710,113166.772696,11591.607523,0
2026-01-19T17:31:30.000000000Z,15.310097,85644.359677,107433.197303,37360.841475,85644.359677,113150.542633,11605.130777,0
2026-01-19T17:32:00.000000000Z,15.309935,85614.371786,107401.133469,37408.009773,85614.371786,113134.298854,11618.652607,0
2026-01-19T17:32:30.000000000Z,15.309773,85584.373082,107369.040174,37455.145755,85584.373082,113118.041369,11632.172983,0
2026-01-19T17:33:00.000000000Z,15.309610,85554.363456,107336.917391,37502.249316,85554.363456,113101.770092,11645.691945,0
2026-01-19T17:33:30.000000000Z,15.309447,85524.343153,107304.765385,37549.320237,85524.343153,113085.485191,11659.209400,0
2026-01-19T17:34:00.000000000Z,15.309282,85494.311997,107272.584103,37596.358373,85494.311997,113069.186539,11672.725407,0
2026-01-19T17:34:30.000000000Z,15.309118,85464.269992,107240.373636,37643.363558,85464.269992,113052.874147,11686.239967,0
2026-01-19T17:35:00.000000000Z,15.308952,85434.217106,107208.134028,37690.335614,85434.217106,113036.547976,11699.753080,0
2026-01-19T17:35:30.000000000Z,15.308786,85404.153327,107175.865352,37737.274365,85404.153327,113020.208014,11713.264744,0
2026-01-19T17:36:00.000000000Z,15.308619,85374.078817,107143.567795,37784.179602,85374.078817,113003.854353,11726.774897,0
