EventID,EventStartUTC,EventEndUTCInclusive,PlotStartUTC,PlotEndUTCExclusive,MAG1hSourceFileCount,MAG1hRecords,MAGDailyMeanDays,COHOSourceFileCount,COHORecords,DirectPlasmaVariables,FigureFile,PitchAngleDataFile,Status,Notes
2020-E01,2020-07-22,2020-08-07,2020-06-22,2020-09-08,4,653,77,4,1872,,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\Voyager1_Selected_Events_Florinski2008_DailyPAD\V1_2020-E01_20200722_20200807_COHO1h_raw_LECP_P1_pitch_angle_Florinski2008_1d.png,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\Voyager1_Selected_Event_Data\derived\lecp_pitch_angle_florinski2008_daily\V1_2020-E01_20200722_20200807_LECP_P1_Florinski2008_pitch_angle_1d.csv,ok,
