DateUTC,DOY,MAGHourlyRecords,BR_daily_nT,BT_daily_nT,BN_daily_nT,MeanAbsB_daily_nT,MagnitudeOfMeanVector_nT,BElevationDeg,BAzimuthDeg,P1NominalEnergy_MeV,FluxNormalizer,LECPWindowStartUTC,LECPWindowEndUTC,LECPAveraging,MAGAveraging,PitchAngleMethod
2020-07-30,212,11,0.00454545463435352,-0.464363634586334,0.225727273659273,0.516636360775341,0.516340051088148,25.9233184193608,270.560825675474,0.730000019073486,29.8483338157336,2020-07-29,2020-07-31,centered mean of three consecutive supplied 24-h sector records,arithmetic mean of valid COHO 1-h vectors in UTC day,nominal RT scan-plane sector axes; no SEDR attitude correction
