EpochUTC,BR_daily_nT,BT_daily_nT,BN_daily_nT,PA_S1_deg,Flux_S1_1d,PA_S2_deg,Flux_S2_1d,PA_S3_deg,Flux_S3_1d,PA_S4_deg,Flux_S4_1d,PA_S5_deg,Flux_S5_1d,PA_S6_deg,Flux_S6_1d,PA_S7_deg,Flux_S7_1d,PA_S8_deg,Flux_S8_1d,PitchAngleMethod
2002-08-04 12:00:00,-0.0188571427106148,-0.0261904764920473,-0.0283333333652644,148.253886730489,0.0272000003606081,166.746113269511,0.0243400000035763,121.746113269511,0.0296100005507469,76.7461132695107,0.0499299988150597,31.7461132695107,0.0662899985909462,13.2538867304893,0.0824299976229668,58.2538867304893,0.0633599981665611,103.253886730489,0.00339900003746152,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-05 12:00:00,-0.0153333334666159,-0.0233888891008165,-0.0242777782388859,145.748125364701,0.04763999953866,169.251874635299,0.0484500005841255,124.251874635299,0.0554499998688698,79.2518746352993,0.0598299987614155,34.2518746352993,0.0834000036120415,10.7481253647008,0.118000000715256,55.7481253647007,0.0793899968266487,100.748125364701,0.00448699994012713,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-06 12:00:00,-0.016499999910593,-0.0349444448947906,-0.0191666667556597,137.775652868055,0.0692699998617172,177.224347131945,0.0665799975395203,132.224347131945,0.0587599985301495,87.2243471319447,0.0664499998092651,42.2243471319447,0.0779900029301643,2.7756528680552,0.0872099995613098,47.7756528680553,0.0901399999856949,92.7756528680553,0.00293800001963973,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-07 12:00:00,-0.0198888889927831,-0.0403333330113027,-0.0154999999536408,138.748503429982,0.0429800003767014,176.251496570018,0.0281199999153614,131.251496570018,0.0293099991977215,86.2514965700178,0.0388000011444092,41.2514965700178,0.0341599993407726,3.74850342998228,0.0594599992036819,48.7485034299822,0.0663499981164932,93.7485034299822,0.00281199999153614,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-08 12:00:00,-0.0115714285389653,-0.0347857140004635,-0.000500000057010246,130.899646529631,0.0389299988746643,175.899646529631,0.0282600000500679,139.100353470369,0.0322199985384941,94.1003534703686,0.0439400002360344,49.1003534703686,0.0413599982857704,4.10035347036853,0.0689300000667572,40.8996465296314,0.0842999964952469,85.8996465296314,0.0030050000641495,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-09 12:00:00,-0.0135555558113588,-0.0515555553138256,-0.00644444460825374,127.231406202887,0.0377399995923042,172.231406202887,0.023420000448823,142.768593797113,0.0205499995499849,97.7685937971132,0.0361899994313717,52.7685937971132,0.0633200034499168,7.76859379711319,0.114000000059605,37.2314062028868,0.138999998569489,82.2314062028868,0.00320499995723367,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-10 12:00:00,-0.016000000119675,-0.0619375000242144,-0.0166250002221204,126.984281998691,0.0294599998742342,171.984281998691,0.0201999992132187,143.015718001309,0.0171900000423193,98.0157180013093,0.0255399998277426,53.0157180013093,0.0136900003999472,8.01571800130926,0.0189399998635054,36.9842819986908,0.0318799987435341,81.9842819986908,0.00367300002835691,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-11 12:00:00,-0.0147777779752182,-0.0626111111293236,-0.0183333332339923,125.780184859594,0.0199699997901917,170.780184859594,0.0261799991130829,144.219815140406,0.0213699992746115,99.2198151404056,0.0203000009059906,54.2198151404056,0.0137599995359778,9.21981514040559,0.0150699997320771,35.7801848595944,0.0168500002473593,80.7801848595944,0.00240399991162121,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-12 12:00:00,-0.0146470590878059,-0.0581764705917414,-0.0312352946356815,126.631623042693,0.0475899986922741,171.631623042693,0.0737999975681305,143.368376957307,0.0683199986815453,98.3683769573066,0.0383299998939037,53.3683769573066,0.0304499994963408,8.36837695730662,0.0381899997591972,36.6316230426935,0.0397999994456768,81.6316230426934,0.00280399993062019,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-13 12:00:00,-0.0155000000127724,-0.0477857145347765,-0.0323571429720947,130.471234040003,0.111000001430511,175.471234040003,0.167999997735023,139.528765959997,0.135000005364418,94.5287659599968,0.0904200002551079,49.5287659599968,0.0561899989843369,4.52876595999674,0.0654899999499321,40.4712340400032,0.0670699998736382,85.4712340400032,0.00457900017499924,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-14 12:00:00,-0.00805263166119786,-0.0483684212361511,-0.028631579130888,121.952211842535,0.149000003933907,166.952211842535,0.18299999833107,148.047788157465,0.151999995112419,103.047788157465,0.0929199978709221,58.0477881574653,0.0968599990010262,13.0477881574653,0.114000000059605,31.9522118425347,0.108000002801418,76.9522118425347,0.00168700003996491,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
