EpochUTC,BR_daily_nT,BT_daily_nT,BN_daily_nT,PA_S1_deg,Flux_S1_1d,PA_S2_deg,Flux_S2_1d,PA_S3_deg,Flux_S3_1d,PA_S4_deg,Flux_S4_1d,PA_S5_deg,Flux_S5_1d,PA_S6_deg,Flux_S6_1d,PA_S7_deg,Flux_S7_1d,PA_S8_deg,Flux_S8_1d,PitchAngleMethod
2002-08-08 12:00:00,-0.0115714285389653,-0.0347857140004635,-0.000500000057010246,130.899646529631,0.0389299988746643,175.899646529631,0.0282600000500679,139.100353470369,0.0322199985384941,94.1003534703686,0.0439400002360344,49.1003534703686,0.0413599982857704,4.10035347036853,0.0689300000667572,40.8996465296314,0.0842999964952469,85.8996465296314,0.0030050000641495,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-09 12:00:00,-0.0135555558113588,-0.0515555553138256,-0.00644444460825374,127.231406202887,0.0377399995923042,172.231406202887,0.023420000448823,142.768593797113,0.0205499995499849,97.7685937971132,0.0361899994313717,52.7685937971132,0.0633200034499168,7.76859379711319,0.114000000059605,37.2314062028868,0.138999998569489,82.2314062028868,0.00320499995723367,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-10 12:00:00,-0.016000000119675,-0.0619375000242144,-0.0166250002221204,126.984281998691,0.0294599998742342,171.984281998691,0.0201999992132187,143.015718001309,0.0171900000423193,98.0157180013093,0.0255399998277426,53.0157180013093,0.0136900003999472,8.01571800130926,0.0189399998635054,36.9842819986908,0.0318799987435341,81.9842819986908,0.00367300002835691,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-11 12:00:00,-0.0147777779752182,-0.0626111111293236,-0.0183333332339923,125.780184859594,0.0199699997901917,170.780184859594,0.0261799991130829,144.219815140406,0.0213699992746115,99.2198151404056,0.0203000009059906,54.2198151404056,0.0137599995359778,9.21981514040559,0.0150699997320771,35.7801848595944,0.0168500002473593,80.7801848595944,0.00240399991162121,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-12 12:00:00,-0.0146470590878059,-0.0581764705917414,-0.0312352946356815,126.631623042693,0.0475899986922741,171.631623042693,0.0737999975681305,143.368376957307,0.0683199986815453,98.3683769573066,0.0383299998939037,53.3683769573066,0.0304499994963408,8.36837695730662,0.0381899997591972,36.6316230426935,0.0397999994456768,81.6316230426934,0.00280399993062019,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-13 12:00:00,-0.0155000000127724,-0.0477857145347765,-0.0323571429720947,130.471234040003,0.111000001430511,175.471234040003,0.167999997735023,139.528765959997,0.135000005364418,94.5287659599968,0.0904200002551079,49.5287659599968,0.0561899989843369,4.52876595999674,0.0654899999499321,40.4712340400032,0.0670699998736382,85.4712340400032,0.00457900017499924,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-14 12:00:00,-0.00805263166119786,-0.0483684212361511,-0.028631579130888,121.952211842535,0.149000003933907,166.952211842535,0.18299999833107,148.047788157465,0.151999995112419,103.047788157465,0.0929199978709221,58.0477881574653,0.0968599990010262,13.0477881574653,0.114000000059605,31.9522118425347,0.108000002801418,76.9522118425347,0.00168700003996491,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-15 12:00:00,-0.0182499997317791,-0.0399999998044223,-0.0305000001098961,137.024842673782,0.0847299993038177,177.975157326218,0.101999998092651,132.975157326218,0.0872500017285347,87.9751573262178,0.0763100013136864,42.9751573262178,0.0911900028586388,2.02484267378206,0.108999997377396,47.0248426737822,0.112000003457069,92.0248426737822,0.00356100010685623,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-16 12:00:00,-0.00671428571721273,-0.0278571428997176,-0.0315714281584535,126.051284712689,0.0806600004434586,171.051284712689,0.0930399969220161,143.948715287311,0.0781899988651276,98.948715287311,0.0796400010585785,53.948715287311,0.0874100029468536,8.94871528731098,0.0825600028038025,36.051284712689,0.0951799973845482,81.051284712689,0.000890300027094781,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-17 12:00:00,-0.00705882356337765,-0.0235882352161057,-0.0302941182299572,129.15991088086,0.0903000012040138,174.15991088086,0.0785399973392487,140.84008911914,0.0732399970293045,95.8400891191404,0.0939000025391579,50.8400891191404,0.0972800031304359,5.84008911914044,0.103000000119209,39.1599108808596,0.10700000077486,84.1599108808596,0.00200299988500774,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2002-08-18 12:00:00,-0.00778571420648534,-0.0212142856658569,-0.0298571430944971,132.6533066783,0.112999998033047,177.6533066783,0.0945700034499168,137.3466933217,0.0940599963068962,92.3466933216997,0.122000001370907,47.3466933216997,0.130999997258186,2.34669332169987,0.137999996542931,42.6533066783003,0.145999997854233,87.6533066783003,0.00308199995197356,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
