B_north                 B_east                 B_down                 dB_north                 dB_east                 dB_down
16079.98812511111     -2112.6771101785057     40034.25981238715     0.30237488888997177     -0.02528982149442527     -0.3522123871516669     
16079.394858526295     -2112.6213376338633     40035.009279909485     0.2952414737046638     -0.04386236613663641     -0.37707990948547376     
16078.803771963787     -2112.56618946422     40035.76131999877     0.2746280362134712     -0.051510535779925704     -0.4016199987672735     
16078.212594262899     -2112.5110057588627     40036.50689276663     0.28520573710011377     -0.04749424113742862     -0.3809927666297881     
16077.624046673607     -2112.460115312435     40037.24915984251     0.3154533263932535     -0.015884687565176137     -0.35025984251115005     
16077.035878548611     -2112.4123062945782     40037.99546720858     0.32542145138904743     -0.010593705421797495     -0.3197672085807426     
16076.445802298607     -2112.3665530356484     40038.7403759809     0.29669770139298635     -0.011546964351509814     -0.3813759809054318     
16075.85156591468     -2112.3241291740424     40039.48275236484     0.2782340853209462     -0.02627082595745378     -0.4194523648402537     
16075.257572231649     -2112.285552098149     40040.22927390502     0.2637277683516004     0.002552098148953519     -0.37027390502044     
16074.66257678522     -2112.2461086383273     40040.97509787823     0.2701232147792325     -0.00999136167274628     -0.3943978782335762     
16074.066820803071     -2112.2093604463635     40041.71997986482     0.3077791969280952     0.004560446363484516     -0.4242798648192547     
16073.474147298604     -2112.1756047990425     40042.465018168405     0.3349527013961051     0.030104799042419472     -0.38391816840157844     
16072.882559173608     -2112.137651473149     40043.21009836931     0.28224082639280823     -0.008548526850972848     -0.3605983693123562     
16072.29114837004     -2112.099710357078     40043.95611388268     0.25285162995896826     0.009410357078195375     -0.3196138826824608     
16071.700224173608     -2112.0653399106495     40044.702467900555     0.29407582639214525     0.014439910649343801     -0.31886790055432357     
16071.109285178076     -2112.032456205292     40045.44889915055     0.3108148219234863     -0.013343794707907364     -0.3361991505516926     
16070.517901651285     -2112.0004520088632     40046.19499872643     0.32229834871577623     -0.02854799113674744     -0.3743987264315365     
16069.924528570933     -2111.9709662722566     40046.938929306794     0.3510714290678152     -0.07233372774317104     -0.44902930679381825     
16069.330795245034     -2111.942245647256     40047.68093334699     0.31540475496512954     -0.09045435274401825     -0.4033333469851641     
16068.738106182544     -2111.910663549042     40048.42613435143     0.2762938174564624     -0.06693645095811007     -0.3589343514322536     
16068.147734218253     -2111.8799018079703     40049.17484872646     0.26176578174636234     -0.02699819202962317     -0.3924487264666823     
16067.556676316468     -2111.8501582811846     40049.919423547864     0.2628236835316784     -0.02054171881536604     -0.36922354786656797     
16066.96396618254     -2111.820885334756     40050.6616468068     0.28873381745870574     -0.0013146652440809703     -0.3372468068046146     
16066.370482097718     -2111.790624598149     40051.40738089162     0.2912179022823693     0.02852459814903341     -0.35998089161876123     
16065.77739073611     -2111.76049743297     40052.14868515501     0.29850926389008237     0.013897432970225054     -0.3691851550102001     
16065.185653012893     -2111.7265429463637     40052.88836372644     0.293346987105906     0.005742946363625379     -0.37396372643706854     
16064.593631361107     -2111.6895793749345     40053.63278053447     0.3144686388932314     0.039779374934369116     -0.35418053447210696     
16063.998347164683     -2111.653976807971     40054.3789428559     0.3146528353172471     -0.0033231920288017136     -0.36654285590338986     
16063.400909843256     -2111.6155227677923     40055.127923056796     0.3037901567440713     -0.04977723220781627     -0.3901230567935272     
16062.804484062006     -2111.5760541294     40055.875046918394     0.3060159379947436     -0.030645870599983027     -0.3793469183947309     
16062.208694017363     -2111.5364495758276     40056.620579820185     0.2926059826368146     -0.022950424172449857     -0.38647982018301263     
16061.615131294146     -2111.4952109374344     40057.36569415053     0.2872687058552401     -0.04918906256580158     -0.4078941505358671     
16061.026246628968     -2111.4553913168993     40058.1077847086     0.29275337103172205     -0.029708683100579947     -0.39458470859972294     
16060.43619743254     -2111.4148193749343     40058.85147200769     0.2998025674605742     -0.023780625065683125     -0.33747200768993935     
16059.842300780756     -2111.372075825828     40059.59386028894     0.3166992192436737     -0.0611241741721642     -0.361460288935632     
16059.246723057542     -2111.3270941517208     40060.335545355905     0.2971769424584636     -0.04720584827919083     -0.3859453559052781     
16058.650688838787     -2111.2815938392205     40061.08074374875     0.290411161213342     -0.024006160779663333     -0.3595437487529125     
16058.055553838789     -2111.2324310490417     40061.82606872644     0.3003461612115643     -0.024668950958130154     -0.36056872644257965     
16057.459734084327     -2111.1782683481492     40062.57156151663     0.29086591567283904     -0.008131651850817434     -0.3908615166292293     
16056.863948593253     -2111.1238830133275     40063.31745790054     0.2699514067480777     0.003983013327342633     -0.3276579005396343     
16056.268945267366     -2111.069962767792     40064.06150571304     0.260654732634066     -0.03623723220835018     -0.3238057130438392     
16055.674484597717     -2111.0122699106487     40064.806318480914     0.2901154022820265     -0.05293008935132093     -0.38641848091356223     
16055.078747209325     -2110.9548427454706     40065.54912881573     0.3048527906739764     -0.03835725452927363     -0.4084288157246192     
16054.482573124506     -2110.9001906695776     40066.290289976445     0.3107268754938559     -0.04400933042234101     -0.4269899764476577     
16053.887888972718     -2110.844852611542     40067.03118142734     0.32841102728161786     -0.018547388458046044     -0.3791814273354248     
16053.292628950401     -2110.7876174106495     40067.77082008805     0.34457104959801654     -0.005782589350474154     -0.3412200880484306     
16052.695176986112     -2110.730302924042     40068.509443369294     0.3300230138884217     -0.015597075957884954     -0.35214336929493584     
16052.097029486109     -2110.671652790113     40069.247480244296     0.27777051389057306     -0.0062472098870784976     -0.37588024429715006     
16051.498271495038     -2110.611625290114     40069.99065687376     0.2655285049622762     -0.02977470988616915     -0.3919568737546797     
16050.900252231642     -2110.5531417186858     40070.73394339161     0.2936477683579142     -0.04135828131438757     -0.3262433916097507     
16050.303171204861     -2110.495982678506     40071.47361269966     0.3016287951377308     -0.027517321493633062     -0.3316126996578532     
16049.70861549057     -2110.438759776721     40072.214217744295     0.29608450942942     -0.0015402232793348958     -0.38071774429408833     
16049.114932320932     -2110.3816487052923     40072.95675236484     0.28896767906735477     -0.023251294707733905     -0.3529523648394388     
16048.518630356646     -2110.3238220088633     40073.69816903894     0.2970696433530975     -0.06537799113675646     -0.37306903893477283     
16047.92053694147     -2110.264892410649     40074.44272290055     0.30136305853011436     -0.06390758935094709     -0.40542290054872865     
16047.321833258431     -2110.207639977614     40075.18802191841     0.2772667415683827     -0.03746002238631263     -0.3969219184073154     
16046.722308414683     -2110.1523887052917     40075.93205359251     0.2849915853166749     -0.041911294708370406     -0.40675359250599286     
16046.123248570932     -2110.1000981249344     40076.674487855904     0.3137514290683612     -0.04750187506533621     -0.3857878559065284     
16045.525154173612     -2110.049440736542     40077.4175301327     0.3136458263870736     -0.017059263458122587     -0.38073013269604417     
16044.926052745044     -2109.998474196363     40078.16371178448     0.2824472549564234     0.010774196362945077     -0.37131178448180435     
16044.32729903968     -2109.9490265177915     40078.912544195184     0.26660096031992     0.00732651779162552     -0.3577441951856599     
16043.728180490574     -2109.9008211606492     40079.6598159809     0.2919195094254974     -0.00267883935066493     -0.36371598090045154     
16043.127200669145     -2109.853646272256     40080.40212274431     0.31299933085392695     -0.0018537277442192135     -0.34022274430753896     
16042.524713526289     -2109.806723638327     40081.1440781684     0.3454864737104799     -0.02017636167283854     -0.3762781683981302     
16041.92382859325     -2109.7612736160054     40081.891409686265     0.36787140675005503     -0.03802638399474745     -0.40440968626353424     
16041.323651963783     -2109.7175995535063     40082.63986033359     0.3457480362176284     -0.014700446493861818     -0.3652603335940512     
16040.722711316468     -2109.6738658258278     40083.38527794519     0.2857886835317913     -0.004134174172122584     -0.34847794519009767     
16040.12136462004     -2109.634162812435     40084.13439178447     0.26293537996025407     -0.007837187564746273     -0.3787917844747426     
16039.518417834322     -2109.5967423213633     40084.8825277443     0.291882165676725     -0.007057678636556375     -0.3856277443046565     
16038.915785222718     -2109.558508370471     40085.626297342504     0.291614777281211     -0.020791629528957856     -0.37019734250498004     
16038.315656428076     -2109.519134799042     40086.369218324646     0.2684435719238536     -0.048165200958010246     -0.34941832464392064     
16037.715666294149     -2109.480296696363     40087.11152044519     0.29263370585067605     -0.0597033036369794     -0.3617204451948055     
16037.116444419145     -2109.4413185043986     40087.85415631574     0.2855555808546342     -0.018581495601210918     -0.3429563157405937     
16036.517351204862     -2109.401456182971     40088.59581843626     0.2580487951381656     -0.022143817029245838     -0.3766184362611966     
16035.914645111112     -2109.361303325827     40089.3370452443     0.2932548888875317     -0.03399667417306773     -0.4012452442984795     
16035.310887588794     -2109.3207895535065     40090.07918984251     0.31671241120602645     -0.013510446493455674     -0.42288984250626527     
16034.709490825398     -2109.2802190401135     40090.82046502108     0.3251091746024031     -0.017680959886547498     -0.4070650210851454     
16034.11028345933     -2109.2386895088634     40091.563408369286     0.3109165406713146     -0.004210491136745986     -0.33050836928305216     
16033.513077164685     -2109.1979998436846     40092.305835110354     0.3148228353147715     -0.04150015631557835     -0.3278351103508612     
16032.91659852629     -2109.159316986542     40093.04420167288     0.2983014737110352     -0.054583013458341156     -0.3503016728791408     
16032.319918102183     -2109.1178551785065     40093.78352642733     0.2825818978180905     -0.037344821493661584     -0.36162642732961103     
16031.718271472719     -2109.0741988392206     40094.524827074645     0.2908285272806097     -0.03350116077945131     -0.34542707464424893     
16031.114755378972     -2109.0306462945778     40095.264826628234     0.29394462102754915     0.017246294577944354     -0.3935266282351222     
16030.512127253964     -2108.9874177454712     40096.004962297855     0.34147274603674305     0.014017745471392118     -0.4082622978530708     
16029.90899886111     -2108.9479875445777     40096.74661622644     0.3578011388890445     -0.011712455422184576     -0.3720162264362443     
16029.304184910217     -2108.9112907142207     40097.49012537822     0.2899150897828804     -0.0167092857791431     -0.3625253782229265     
16028.69913899504     -2108.874932120471     40098.23151397197     0.2838610049602721     -0.0166678795289954     -0.37671397197118495     
16028.09467466468     -2108.837524799042     40098.97351883804     0.2918253353200271     -0.039275200957945344     -0.38411883803928504     
16027.490987075398     -2108.8035551785065     40099.71561486483     0.28971292460119     -0.03724482149345931     -0.37751486482738983     
16026.88968975397     -2108.771966807971     40100.45650062376     0.32901024602870166     -0.007933192029213387     -0.3680006237627822     
16026.289434820928     -2108.7404748660065     40101.19452928448     0.3312651790711243     -0.0025251339934584394     -0.3704292844849988     
16025.689051807536     -2108.7123212945776     40101.93188961929     0.30404819246359693     0.003721294577644585     -0.3539896192960441     
16025.08942526736     -2108.683725669578     40102.67240220858     0.27177473263873253     -0.0009743304217408877     -0.36280220857588574     
16024.49113631647     -2108.655812767792     40103.4139272309     0.25386368353065336     0.008112767792226805     -0.39882723089976935     
16023.890283995037     -2108.6296887276135     40104.15604252108     0.26561600496279425     0.040088727613692754     -0.3613425210787682     
16023.287457343255     -2108.6017750222563     40104.897846583575     0.25664265674458875     0.013875022256343073     -0.34234658357308945     
16022.686496137901     -2108.5719454686855     40105.641393860365     0.29460386209939315     -0.021154531314550695     -0.35969386036595097     
16022.08615316915     -2108.538610691899     40106.38269189608     0.3010468308493728     -0.039989308100757626     -0.3555918960773852     
16021.488171026289     -2108.5054326561853     40107.12357319072     0.30262897371176223     -0.05846734381475471     -0.3618731907190522     
16020.893026606644     -2108.4736816963627     40107.866815869296     0.3061733933554933     -0.01881830363709014     -0.38161586929345503     
16020.293920624506     -2108.441142790113     40108.61128696305     0.315679375493346     -0.013357209886635246     -0.40398696305055637     
16019.69288361558     -2108.4069457811847     40109.35759399429     0.3532163844192837     -0.054554218815155764     -0.3783939942877623     
16019.092857187004     -2108.3715545981486     40110.10363165054     0.35094281299461727     -0.07654540185149017     -0.3656316505439463     
16018.491386383434     -2108.333753169578     40110.847757855896     0.312613616566523     -0.045446830421951745     -0.39785785589629086     
16017.88915158433     -2108.292413928506     40111.588710199656     0.29224841566974646     -0.03998607149378586     -0.4087101996556157     
16017.286907075399     -2108.2502452008275     40112.33043517733     0.29059292460078723     -0.04215479917229459     -0.3902351773358532     
16016.68428024504     -2108.2066323436848     40113.0763699318     0.30691975496119994     0.009232343684743682     -0.37866993180068675     
16016.08001473165     -2108.1610617856486     40113.821014507696     0.2847852683498786     0.01806178564856964     -0.3577145076924353     
