Event,Article,DOI,ShockUTC,Direction,PNG,Status
orbit0_20160717_pm1day,Hospodarsky et al. (2017),10.1002/2017GL073177,2016-07-17 15:33:00.000,out,C:\Users\Administrator\Documents\FWD_matlab\Juno_fu\juno_bowshock_20160717_1533_pm1day_hospodarsky2017.png,OK
