Spacecraft,MonthUTC,DataStartUTC,DataEndUTC,SourceCDF,EpochRecords,MagneticRecords,PlasmaRecords,LECPChannels,LECPValidValues,CRSChannels,CRSValidValues,OriginalInstrumentValuesOnly,GeneratedOrInterpolatedValues,FigureFile,Status,Notes
1,2017-04-01,2017-04-01,2017-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\04\voyager1_coho1hr_merged_mag_plasma_20170401_v01.cdf,720,451,0,3,1306,15,9630,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-04.png,ok,
1,2017-05-01,2017-05-01,2017-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\05\voyager1_coho1hr_merged_mag_plasma_20170501_v01.cdf,744,431,0,3,1260,15,9090,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-05.png,ok,
1,2017-06-01,2017-06-01,2017-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\06\voyager1_coho1hr_merged_mag_plasma_20170601_v01.cdf,720,402,0,3,1202,15,8100,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-06.png,ok,
1,2017-07-01,2017-07-01,2017-08-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\07\voyager1_coho1hr_merged_mag_plasma_20170701_v01.cdf,744,403,0,3,1186,15,8550,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-07.png,ok,
1,2017-08-01,2017-08-01,2017-09-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\08\voyager1_coho1hr_merged_mag_plasma_20170801_v01.cdf,744,396,0,3,1166,15,8280,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-08.png,ok,
1,2017-09-01,2017-09-01,2017-10-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\09\voyager1_coho1hr_merged_mag_plasma_20170901_v01.cdf,720,311,0,3,906,15,7200,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-09.png,ok,
1,2017-10-01,2017-10-01,2017-11-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\10\voyager1_coho1hr_merged_mag_plasma_20171001_v01.cdf,744,203,0,3,591,15,6210,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-10.png,ok,
1,2017-11-01,2017-11-01,2017-12-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\11\voyager1_coho1hr_merged_mag_plasma_20171101_v01.cdf,720,197,0,3,576,15,5670,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-11.png,ok,
1,2017-12-01,2017-12-01,2018-01-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2017\12\voyager1_coho1hr_merged_mag_plasma_20171201_v01.cdf,738,198,0,3,606,15,5940,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2017-12.png,ok,
1,2018-01-01,2018-01-01,2018-02-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\01\voyager1_coho1hr_merged_mag_plasma_20180101_v01.cdf,744,249,0,3,706,15,6480,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-01.png,ok,
1,2018-02-01,2018-02-01,2018-03-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\02\voyager1_coho1hr_merged_mag_plasma_20180201_v01.cdf,672,213,0,3,624,15,4950,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-02.png,ok,
1,2018-03-01,2018-03-01,2018-04-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\03\voyager1_coho1hr_merged_mag_plasma_20180301_v01.cdf,744,201,0,3,547,15,4590,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-03.png,ok,
1,2018-04-01,2018-04-01,2018-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\04\voyager1_coho1hr_merged_mag_plasma_20180401_v01.cdf,720,209,0,3,601,15,5940,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-04.png,ok,
1,2018-05-01,2018-05-01,2018-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\05\voyager1_coho1hr_merged_mag_plasma_20180501_v01.cdf,744,171,0,3,482,15,5130,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-05.png,ok,
1,2018-06-01,2018-06-01,2018-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\06\voyager1_coho1hr_merged_mag_plasma_20180601_v01.cdf,720,154,0,3,448,15,4050,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-06.png,ok,
1,2018-07-01,2018-07-01,2018-08-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\07\voyager1_coho1hr_merged_mag_plasma_20180701_v01.cdf,744,175,0,3,479,15,5220,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-07.png,ok,
1,2018-08-01,2018-08-01,2018-09-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\08\voyager1_coho1hr_merged_mag_plasma_20180801_v01.cdf,744,179,0,3,504,15,5130,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-08.png,ok,
1,2018-09-01,2018-09-01,2018-10-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\09\voyager1_coho1hr_merged_mag_plasma_20180901_v01.cdf,720,166,0,3,486,15,4140,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-09.png,ok,
1,2018-10-01,2018-10-01,2018-11-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\10\voyager1_coho1hr_merged_mag_plasma_20181001_v01.cdf,744,177,0,3,515,15,5130,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-10.png,ok,
1,2018-11-01,2018-11-01,2018-12-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\11\voyager1_coho1hr_merged_mag_plasma_20181101_v01.cdf,720,168,0,3,355,15,4680,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-11.png,ok,
1,2018-12-01,2018-12-01,2019-01-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2018\12\voyager1_coho1hr_merged_mag_plasma_20181201_v01.cdf,744,238,0,3,587,15,7020,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2018-12.png,ok,
1,2019-01-01,2019-01-01,2019-02-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\01\voyager1_coho1hr_merged_mag_plasma_20190101_v01.cdf,744,267,0,3,703,15,7560,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-01.png,ok,
1,2019-02-01,2019-02-01,2019-03-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\02\voyager1_coho1hr_merged_mag_plasma_20190201_v01.cdf,672,243,0,3,702,15,5850,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-02.png,ok,
1,2019-03-01,2019-03-01,2019-04-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\03\voyager1_coho1hr_merged_mag_plasma_20190301_v01.cdf,744,318,0,3,915,15,8100,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-03.png,ok,
1,2019-04-01,2019-04-01,2019-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\04\voyager1_coho1hr_merged_mag_plasma_20190401_v01.cdf,720,234,0,3,671,15,90,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-04.png,ok,
1,2019-05-01,2019-05-01,2019-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\05\voyager1_coho1hr_merged_mag_plasma_20190501_v01.cdf,744,288,0,3,832,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-05.png,ok,
1,2019-06-01,2019-06-01,2019-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\06\voyager1_coho1hr_merged_mag_plasma_20190601_v01.cdf,720,166,0,3,449,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-06.png,ok,
1,2019-07-01,2019-07-01,2019-08-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\07\voyager1_coho1hr_merged_mag_plasma_20190701_v01.cdf,744,167,0,3,478,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-07.png,ok,
1,2019-08-01,2019-08-01,2019-09-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\08\voyager1_coho1hr_merged_mag_plasma_20190801_v01.cdf,744,159,0,3,448,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-08.png,ok,
1,2019-09-01,2019-09-01,2019-10-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\09\voyager1_coho1hr_merged_mag_plasma_20190901_v01.cdf,720,192,0,3,558,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-09.png,ok,
1,2019-10-01,2019-10-01,2019-11-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\10\voyager1_coho1hr_merged_mag_plasma_20191001_v01.cdf,744,178,0,3,507,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-10.png,ok,
1,2019-11-01,2019-11-01,2019-12-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\11\voyager1_coho1hr_merged_mag_plasma_20191101_v01.cdf,720,154,0,3,435,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-11.png,ok,
1,2019-12-01,2019-12-01,2020-01-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2019\12\voyager1_coho1hr_merged_mag_plasma_20191201_v01.cdf,742,167,0,3,469,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2019-12.png,ok,
1,2020-01-01,2020-01-01,2020-02-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\01\voyager1_coho1hr_merged_mag_plasma_20200101_v01.cdf,744,176,0,3,492,15,5040,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-01.png,ok,
1,2020-02-01,2020-02-01,2020-03-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\02\voyager1_coho1hr_merged_mag_plasma_20200201_v01.cdf,696,228,0,3,649,15,6390,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-02.png,ok,
1,2020-03-01,2020-03-01,2020-04-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\03\voyager1_coho1hr_merged_mag_plasma_20200301_v01.cdf,744,271,0,3,762,15,8010,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-03.png,ok,
1,2020-04-01,2020-04-01,2020-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\04\voyager1_coho1hr_merged_mag_plasma_20200401_v01.cdf,720,259,0,3,737,15,6750,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-04.png,ok,
1,2020-05-01,2020-05-01,2020-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\05\voyager1_coho1hr_merged_mag_plasma_20200501_v01.cdf,744,262,0,3,764,15,5670,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-05.png,ok,
1,2020-06-01,2020-06-01,2020-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\06\voyager1_coho1hr_merged_mag_plasma_20200601_v01.cdf,720,272,0,3,806,15,6930,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-06.png,ok,
1,2020-07-01,2020-07-01,2020-08-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\07\voyager1_coho1hr_merged_mag_plasma_20200701_v01.cdf,744,279,0,3,819,15,6660,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-07.png,ok,
1,2020-08-01,2020-08-01,2020-09-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\08\voyager1_coho1hr_merged_mag_plasma_20200801_v01.cdf,744,242,0,3,693,15,5850,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-08.png,ok,
1,2020-09-01,2020-09-01,2020-10-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\09\voyager1_coho1hr_merged_mag_plasma_20200901_v01.cdf,720,204,0,3,587,15,6390,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-09.png,ok,
1,2020-10-01,2020-10-01,2020-11-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\10\voyager1_coho1hr_merged_mag_plasma_20201001_v01.cdf,744,209,0,3,617,15,5760,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-10.png,ok,
1,2020-11-01,2020-11-01,2020-12-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\11\voyager1_coho1hr_merged_mag_plasma_20201101_v01.cdf,720,204,0,3,591,15,6300,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-11.png,ok,
1,2020-12-01,2020-12-01,2021-01-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2020\12\voyager1_coho1hr_merged_mag_plasma_20201201_v01.cdf,744,229,0,3,688,15,7380,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2020-12.png,ok,
1,2021-01-01,2021-01-01,2021-02-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\01\voyager1_coho1hr_merged_mag_plasma_20210101_v01.cdf,744,49,0,3,535,15,4950,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-01.png,ok,
1,2021-02-01,2021-02-01,2021-03-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\02\voyager1_coho1hr_merged_mag_plasma_20210201_v01.cdf,672,242,0,3,687,15,6750,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-02.png,ok,
1,2021-03-01,2021-03-01,2021-04-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\03\voyager1_coho1hr_merged_mag_plasma_20210301_v01.cdf,744,237,0,3,686,15,6930,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-03.png,ok,
1,2021-04-01,2021-04-01,2021-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\04\voyager1_coho1hr_merged_mag_plasma_20210401_v01.cdf,720,218,0,3,638,15,6030,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-04.png,ok,
1,2021-05-01,2021-05-01,2021-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\05\voyager1_coho1hr_merged_mag_plasma_20210501_v01.cdf,744,300,0,3,733,15,7290,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-05.png,ok,
1,2021-06-01,2021-06-01,2021-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\06\voyager1_coho1hr_merged_mag_plasma_20210601_v01.cdf,720,252,0,3,484,15,6300,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-06.png,ok,
1,2021-07-01,2021-07-01,2021-08-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\07\voyager1_coho1hr_merged_mag_plasma_20210701_v01.cdf,744,256,0,3,503,15,6210,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-07.png,ok,
1,2021-08-01,2021-08-01,2021-09-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\08\voyager1_coho1hr_merged_mag_plasma_20210801_v01.cdf,744,223,0,3,433,15,5850,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-08.png,ok,
1,2021-09-01,2021-09-01,2021-10-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\09\voyager1_coho1hr_merged_mag_plasma_20210901_v01.cdf,720,227,0,3,438,15,6210,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-09.png,ok,
1,2021-10-01,2021-10-01,2021-11-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\10\voyager1_coho1hr_merged_mag_plasma_20211001_v01.cdf,744,212,0,3,359,15,5670,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-10.png,ok,
1,2021-11-01,2021-11-01,2021-12-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\11\voyager1_coho1hr_merged_mag_plasma_20211101_v01.cdf,720,198,0,3,268,15,5490,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-11.png,ok,
1,2021-12-01,2021-12-01,2022-01-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2021\12\voyager1_coho1hr_merged_mag_plasma_20211201_v01.cdf,744,122,0,3,351,15,6300,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2021-12.png,ok,
1,2022-01-01,2022-01-01,2022-02-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\01\voyager1_coho1hr_merged_mag_plasma_20220101_v01.cdf,744,196,0,3,298,15,4320,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-01.png,ok,
1,2022-02-01,2022-02-01,2022-03-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\02\voyager1_coho1hr_merged_mag_plasma_20220201_v01.cdf,672,273,0,3,516,15,7380,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-02.png,ok,
1,2022-03-01,2022-03-01,2022-04-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\03\voyager1_coho1hr_merged_mag_plasma_20220301_v01.cdf,744,285,0,3,542,15,7470,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-03.png,ok,
1,2022-04-01,2022-04-01,2022-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\04\voyager1_coho1hr_merged_mag_plasma_20220401_v01.cdf,720,291,0,3,562,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-04.png,ok,
1,2022-05-01,2022-05-01,2022-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\05\voyager1_coho1hr_merged_mag_plasma_20220501_v01.cdf,744,262,0,3,510,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-05.png,ok,
1,2022-06-01,2022-06-01,2022-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\06\voyager1_coho1hr_merged_mag_plasma_20220601_v01.cdf,720,423,0,3,828,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-06.png,ok,
1,2022-07-01,2022-07-01,2022-08-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\07\voyager1_coho1hr_merged_mag_plasma_20220701_v01.cdf,744,387,0,3,750,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-07.png,ok,
1,2022-08-01,2022-08-01,2022-09-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\08\voyager1_coho1hr_merged_mag_plasma_20220801_v01.cdf,744,248,0,3,488,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-08.png,ok,
