Spacecraft,MonthUTC,DataStartUTC,DataEndUTC,SourceCDF,EpochRecords,MagneticRecords,PlasmaRecords,LECPChannels,LECPValidValues,CRSChannels,CRSValidValues,OriginalInstrumentValuesOnly,GeneratedOrInterpolatedValues,FigureFile,Status,Notes
1,2022-09-01,2022-09-01,2022-10-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\09\voyager1_coho1hr_merged_mag_plasma_20220901_v01.cdf,720,359,0,3,697,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-09.png,ok,
1,2022-10-01,2022-10-01,2022-11-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\10\voyager1_coho1hr_merged_mag_plasma_20221001_v01.cdf,744,402,0,3,758,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-10.png,ok,
1,2022-11-01,2022-11-01,2022-12-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\11\voyager1_coho1hr_merged_mag_plasma_20221101_v01.cdf,720,308,0,3,594,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-11.png,ok,
1,2022-12-01,2022-12-01,2023-01-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2022\12\voyager1_coho1hr_merged_mag_plasma_20221201_v01.cdf,737,335,0,3,648,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2022-12.png,ok,
1,2023-01-01,2023-01-01,2023-02-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\01\voyager1_coho1hr_merged_mag_plasma_20230101_v01.cdf,744,417,0,3,694,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-01.png,ok,
1,2023-02-01,2023-02-01,2023-03-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\02\voyager1_coho1hr_merged_mag_plasma_20230201_v01.cdf,672,316,0,3,619,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-02.png,ok,
1,2023-03-01,2023-03-01,2023-04-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\03\voyager1_coho1hr_merged_mag_plasma_20230301_v01.cdf,744,267,0,3,512,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-03.png,ok,
1,2023-04-01,2023-04-01,2023-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\04\voyager1_coho1hr_merged_mag_plasma_20230401_v01.cdf,720,277,0,3,538,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-04.png,ok,
1,2023-05-01,2023-05-01,2023-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\05\voyager1_coho1hr_merged_mag_plasma_20230501_v01.cdf,744,320,0,3,613,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-05.png,ok,
1,2023-06-01,2023-06-01,2023-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\06\voyager1_coho1hr_merged_mag_plasma_20230601_v01.cdf,720,249,0,3,470,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-06.png,ok,
1,2023-07-01,2023-07-01,2023-08-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\07\voyager1_coho1hr_merged_mag_plasma_20230701_v01.cdf,744,238,0,3,456,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-07.png,ok,
1,2023-08-01,2023-08-01,2023-09-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\08\voyager1_coho1hr_merged_mag_plasma_20230801_v01.cdf,744,328,0,3,636,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-08.png,ok,
1,2023-09-01,2023-09-01,2023-10-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2023\09\voyager1_coho1hr_merged_mag_plasma_20230901_v01.cdf,637,246,0,3,101,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2023-09.png,ok,
1,2024-01-01,2024-01-01,2024-02-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\01\voyager1_coho1hr_merged_mag_plasma_20240101_v01.cdf,744,0,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-01.png,ok,
1,2024-02-01,2024-02-01,2024-03-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\02\voyager1_coho1hr_merged_mag_plasma_20240201_v01.cdf,696,0,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-02.png,ok,
1,2024-03-01,2024-03-01,2024-04-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\03\voyager1_coho1hr_merged_mag_plasma_20240301_v01.cdf,744,0,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-03.png,ok,
1,2024-04-01,2024-04-01,2024-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\04\voyager1_coho1hr_merged_mag_plasma_20240401_v01.cdf,720,0,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-04.png,ok,
1,2024-05-01,2024-05-01,2024-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\05\voyager1_coho1hr_merged_mag_plasma_20240501_v01.cdf,744,22,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-05.png,ok,
1,2024-06-01,2024-06-01,2024-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\06\voyager1_coho1hr_merged_mag_plasma_20240601_v01.cdf,720,280,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-06.png,ok,
1,2024-07-01,2024-07-01,2024-08-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\07\voyager1_coho1hr_merged_mag_plasma_20240701_v01.cdf,744,310,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-07.png,ok,
1,2024-08-01,2024-08-01,2024-09-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\08\voyager1_coho1hr_merged_mag_plasma_20240801_v01.cdf,744,249,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-08.png,ok,
1,2024-09-01,2024-09-01,2024-10-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\09\voyager1_coho1hr_merged_mag_plasma_20240901_v01.cdf,720,27,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-09.png,ok,
1,2024-10-01,2024-10-01,2024-11-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\10\voyager1_coho1hr_merged_mag_plasma_20241001_v01.cdf,744,206,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-10.png,ok,
1,2024-11-01,2024-11-01,2024-12-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\11\voyager1_coho1hr_merged_mag_plasma_20241101_v01.cdf,720,234,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-11.png,ok,
1,2024-12-01,2024-12-01,2025-01-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2024\12\voyager1_coho1hr_merged_mag_plasma_20241201_v01.cdf,721,378,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2024-12.png,ok,
1,2025-01-01,2025-01-01,2025-02-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\01\voyager1_coho1hr_merged_mag_plasma_20250101_v01.cdf,744,426,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2025-01.png,ok,
1,2025-02-01,2025-02-01,2025-03-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\02\voyager1_coho1hr_merged_mag_plasma_20250201_v01.cdf,672,317,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2025-02.png,ok,
1,2025-03-01,2025-03-01,2025-04-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\03\voyager1_coho1hr_merged_mag_plasma_20250301_v01.cdf,744,214,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2025-03.png,ok,
1,2025-04-01,2025-04-01,2025-05-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\04\voyager1_coho1hr_merged_mag_plasma_20250401_v01.cdf,720,304,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2025-04.png,ok,
1,2025-05-01,2025-05-01,2025-06-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\05\voyager1_coho1hr_merged_mag_plasma_20250501_v01.cdf,744,317,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2025-05.png,ok,
1,2025-06-01,2025-06-01,2025-07-01,Z:\SPART-WORK\Data\Voyager\voyager1\coho\1hr\l2\merged_mag_plasma\2025\06\voyager1_coho1hr_merged_mag_plasma_20250601_v01.cdf,697,292,0,3,0,15,0,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V1_COHO1h_raw_2025-06.png,ok,
2,2018-11-01,2018-11-05,2018-12-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\11\voyager2_coho1hr_merged_mag_plasma_20181101_v01.cdf,624,259,0,3,441,18,7236,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2018-11.png,ok,
2,2018-12-01,2018-12-01,2019-01-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2018\12\voyager2_coho1hr_merged_mag_plasma_20181201_v01.cdf,744,409,0,3,582,18,10260,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2018-12.png,ok,
2,2019-01-01,2019-01-01,2019-02-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\01\voyager2_coho1hr_merged_mag_plasma_20190101_v01.cdf,744,411,0,3,669,18,9612,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-01.png,ok,
2,2019-02-01,2019-02-01,2019-03-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\02\voyager2_coho1hr_merged_mag_plasma_20190201_v01.cdf,672,296,0,3,462,18,9396,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-02.png,ok,
2,2019-03-01,2019-03-01,2019-04-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\03\voyager2_coho1hr_merged_mag_plasma_20190301_v01.cdf,744,204,0,3,597,18,6804,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-03.png,ok,
2,2019-04-01,2019-04-01,2019-05-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\04\voyager2_coho1hr_merged_mag_plasma_20190401_v01.cdf,720,189,0,3,542,18,5616,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-04.png,ok,
2,2019-05-01,2019-05-01,2019-06-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\05\voyager2_coho1hr_merged_mag_plasma_20190501_v01.cdf,744,214,0,3,617,18,7452,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-05.png,ok,
2,2019-06-01,2019-06-01,2019-07-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\06\voyager2_coho1hr_merged_mag_plasma_20190601_v01.cdf,720,211,0,3,616,18,3240,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-06.png,ok,
2,2019-07-01,2019-07-01,2019-08-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\07\voyager2_coho1hr_merged_mag_plasma_20190701_v01.cdf,744,202,0,3,586,18,6372,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-07.png,ok,
2,2019-08-01,2019-08-01,2019-09-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\08\voyager2_coho1hr_merged_mag_plasma_20190801_v01.cdf,744,191,0,3,550,18,5724,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-08.png,ok,
2,2019-09-01,2019-09-01,2019-10-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\09\voyager2_coho1hr_merged_mag_plasma_20190901_v01.cdf,720,193,0,3,553,18,7128,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-09.png,ok,
2,2019-10-01,2019-10-01,2019-11-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\10\voyager2_coho1hr_merged_mag_plasma_20191001_v01.cdf,744,162,0,3,470,18,5724,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-10.png,ok,
2,2019-11-01,2019-11-01,2019-12-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\11\voyager2_coho1hr_merged_mag_plasma_20191101_v01.cdf,720,154,0,3,463,18,4968,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-11.png,ok,
2,2019-12-01,2019-12-01,2020-01-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2019\12\voyager2_coho1hr_merged_mag_plasma_20191201_v01.cdf,744,165,0,3,479,18,6156,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2019-12.png,ok,
2,2020-01-01,2020-01-01,2020-02-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\01\voyager2_coho1hr_merged_mag_plasma_20200101_v01.cdf,744,149,0,3,394,18,5616,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-01.png,ok,
2,2020-02-01,2020-02-01,2020-03-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\02\voyager2_coho1hr_merged_mag_plasma_20200201_v01.cdf,696,406,0,3,1127,18,10692,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-02.png,ok,
2,2020-03-01,2020-03-01,2020-04-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\03\voyager2_coho1hr_merged_mag_plasma_20200301_v01.cdf,744,248,0,3,717,18,8100,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-03.png,ok,
2,2020-04-01,2020-04-01,2020-05-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\04\voyager2_coho1hr_merged_mag_plasma_20200401_v01.cdf,720,178,0,3,508,18,5724,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-04.png,ok,
2,2020-05-01,2020-05-01,2020-06-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\05\voyager2_coho1hr_merged_mag_plasma_20200501_v01.cdf,744,215,0,3,625,18,6588,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-05.png,ok,
2,2020-06-01,2020-06-01,2020-07-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\06\voyager2_coho1hr_merged_mag_plasma_20200601_v01.cdf,720,199,0,3,585,18,7344,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-06.png,ok,
2,2020-07-01,2020-07-01,2020-08-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\07\voyager2_coho1hr_merged_mag_plasma_20200701_v01.cdf,744,210,0,3,609,18,6156,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-07.png,ok,
2,2020-08-01,2020-08-01,2020-09-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\08\voyager2_coho1hr_merged_mag_plasma_20200801_v01.cdf,744,185,0,3,534,18,5940,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-08.png,ok,
2,2020-09-01,2020-09-01,2020-10-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\09\voyager2_coho1hr_merged_mag_plasma_20200901_v01.cdf,720,207,0,3,601,18,6264,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-09.png,ok,
2,2020-10-01,2020-10-01,2020-11-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\10\voyager2_coho1hr_merged_mag_plasma_20201001_v01.cdf,744,192,0,3,551,18,6048,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-10.png,ok,
2,2020-11-01,2020-11-01,2020-12-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\11\voyager2_coho1hr_merged_mag_plasma_20201101_v01.cdf,720,160,0,3,457,18,4644,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-11.png,ok,
2,2020-12-01,2020-12-01,2021-01-01,Z:\SPART-WORK\Data\Voyager\voyager2\coho\1hr\l2\merged_mag_plasma\2020\12\voyager2_coho1hr_merged_mag_plasma_20201201_v01.cdf,732,145,0,3,427,18,4752,1,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\UniformLowPrecision_Monthly_Raw\V2_COHO1h_raw_2020-12.png,ok,
