EpochUTC,BR_daily_nT,BT_daily_nT,BN_daily_nT,PA_S1_deg,Flux_S1_1d,PA_S2_deg,Flux_S2_1d,PA_S3_deg,Flux_S3_1d,PA_S4_deg,Flux_S4_1d,PA_S5_deg,Flux_S5_1d,PA_S6_deg,Flux_S6_1d,PA_S7_deg,Flux_S7_1d,PA_S8_deg,Flux_S8_1d,PitchAngleMethod
2020-06-22 12:00:00,0.00960000013001263,-0.444300001859665,0.224799999594688,111.262201407451,0.0750511110656791,156.262201407451,0.0527524994686246,158.737798592549,0.0637675002217293,113.737798592549,0.186750002205372,68.7377985925493,0.0703362505882978,23.7377985925493,0.0658833330704106,21.2622014074507,0.0611155560861031,66.2622014074507,0.0549237506929785,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-06-23 12:00:00,0.0130000000021287,-0.443000001566751,0.227714287383216,110.819116402823,0.278200000524521,155.819116402823,0.263199996948242,159.180883597177,0.273799997568131,114.180883597177,0.707333326339722,69.1808835971767,0.284166666368643,24.1808835971767,0.253666664163272,20.8191164028233,0.27100000033776,65.8191164028233,0.282500003774961,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-06-24 12:00:00,0.0107272727076303,-0.441636361859062,0.227909090844068,111.108568786942,0.243600001186132,156.108568786942,0.208999998039669,158.891431213058,0.196555554866791,113.891431213058,0.601222217082977,68.8914312130581,0.253499998152256,23.891431213058,0.258799999952316,21.108568786942,0.240600004792213,66.108568786942,0.238777774903509,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-06-25 12:00:00,0.0104545453901995,-0.439090912992304,0.224818179553205,111.136072488903,0.318599997460842,156.136072488903,0.335099998116493,158.863927511097,0.308799995481968,113.863927511097,0.747800007462502,68.8639275110972,0.338600000739098,23.8639275110972,0.339777777592341,21.1360724889028,0.321581000089645,66.1360724889028,0.341015556620227,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-06-26 12:00:00,0.00791666662553325,-0.438416672249635,0.224333334714174,111.465499437031,0.257727270776575,156.465499437031,0.263545456257733,158.534500562969,0.272363634272055,113.534500562969,0.702363629232753,68.5345005629693,0.262000001966953,23.5345005629693,0.277545458891175,21.4654994370307,0.307000000368465,66.4654994370307,0.289181820370934,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-06-27 12:00:00,0.00920000020414591,-0.441499999165535,0.224600000679493,111.306240299467,0.163364445997609,156.306240299467,0.157473333179951,158.693759700533,0.128625555170907,113.693759700533,0.386499997228384,68.6937597005331,0.138015002943575,23.6937597005331,0.149018748663366,21.3062402994669,0.160497775508298,66.3062402994669,0.173375000245869,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-06-28 12:00:00,0.0106363636864857,-0.440909095785835,0.220999999479814,111.118081192002,0.178636362606829,156.118081192002,0.183363636786287,158.881918807998,0.18589999973774,113.881918807998,0.529699996113777,68.8819188079977,0.212099999934435,23.8819188079977,0.189615000784397,21.1180811920023,0.189099999517202,66.1180811920023,0.198625001125038,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-06-29 12:00:00,NaN,NaN,NaN,NaN,0.192400000244379,NaN,0.15575444781118,NaN,0.17266666640838,NaN,0.469777776135339,NaN,0.153888887829251,NaN,0.161333333286974,NaN,0.150053333077166,NaN,0.155666670865483,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-06-30 12:00:00,0.00350000007310882,-0.440600001811981,0.223100000619888,112.04486833018,0.12467222329643,157.04486833018,0.117765558262666,157.95513166982,0.108041251543909,112.95513166982,0.344749998301268,67.9551316698201,0.111608752049506,22.9551316698201,0.115590001922101,22.0448683301799,0.124151249416173,67.0448683301799,0.108458572200366,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-07-01 12:00:00,0.00533333345730272,-0.439444449212816,0.215888887643814,111.804661837657,0.158961249515414,156.804661837657,0.104881667842468,158.195338162343,0.0947166662663221,113.195338162343,0.28699999799331,68.1953381623427,0.104315002138416,23.1953381623427,0.109231668214003,21.8046618376573,0.102976666142543,66.8046618376573,0.106110002845526,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
2020-07-02 12:00:00,0.0108333333240201,-0.434916665156682,0.216833329449097,111.073115262192,0.0395799997177991,156.073115262192,0.0440300002863461,158.926884737808,0.0428163637830452,113.926884737808,0.141154545274648,68.9268847378079,0.0445175454528494,23.9268847378078,0.0454863634129817,21.0731152621921,0.0448390903290022,66.0731152621921,0.0472263637930155,particle entering along nominal RT scan-plane sector axis; B projected into scan plane; no SEDR attitude correction
